wav_id,situation,f2_f1_ratio,f3_f2_ratio,f4_f3_ratio,formant_roughness_gender_z,pitch_mean_gender_z,pitch_std_gender_z,pitch_median_gender_z,gender
5e296cc65807b852d9e01810,sadness,2.159364582143441,1.579592391290864,1.3905803710406934,-1.189152434856585,0.006562283240361072,-0.27718755159288844,0.2537545623251264,male
5e2970845807b852d9e0185d,sadness,2.19927333050463,1.4365959702105535,1.3226264161841799,-0.734304983897598,-0.13777985019000985,-0.4623959971358879,0.006789141212461861,male
5e29758c5807b852d9e0188f,angry,2.7169767854567914,1.4733394794318777,1.3516017629528363,-0.8463789169309962,0.288301670017524,-0.20433602022507105,0.4444134082931192,male
5e297cff5807b852d9e018ff,fear,2.2363356661924465,1.5270538399436666,1.330986670020159,-0.9576709740675015,0.2869861130211688,-0.24179770073861673,0.7529505385498507,male
5e297d615807b852d9e01902,fear,2.23731025326138,1.6576967406883296,1.3786586983358602,-0.3726395707957362,0.5010105186726741,-0.13930490144847035,0.8012439638853542,male
5e29813c5807b852d9e01944,angry,2.212395679527532,1.5459700083440944,1.3389318951135245,-0.7959542619554504,-0.29201233916542546,-0.2309724348027836,0.06735704126994096,female
5e2983365807b852d9e0196f,disgust,2.494143034233339,1.5160298946795498,1.3590461188732677,-0.1697050543724152,-0.627127373523553,-0.1975077082514626,-0.29629586112139666,female
5e29841e5807b852d9e01987,angry,2.36529864761616,1.5933289795257422,1.3344729350741167,-0.3369471195932961,-0.42710153752975727,-0.2507644458179528,-0.1127010387938777,female
5e2984895807b852d9e01990,angry,2.316792881677991,1.4792583410336044,1.360502208327987,1.443351680856128,-0.28309684917609157,-0.12612543627277786,0.2531192125907537,female
5e2985665807b852d9e01999,sadness,2.1649227955962465,1.5379311762345025,1.3716403594093396,-1.2270666500777894,-0.726420758171708,-0.29623381199739357,-0.14817721646145782,female
5e2985815807b852d9e0199c,sadness,2.5272469379452165,1.60547730323886,1.38838986324798,0.2629597301273855,-0.34133561049654254,-0.37911193610533034,0.08302390096406999,female
5e29859a5807b852d9e0199e,sadness,2.358867093913924,1.5561394890761728,1.409287512720803,-0.13818249645787214,-0.5463176219456566,-0.33341500797545215,-0.11375350576298027,female
5e2986db5807b852d9e019b3,sadness,2.317206354842679,1.683383863930161,1.4011534684968459,-1.3266351710487803,-0.8641397604942322,-0.2064660469177883,-1.1453578300976996,female
5e29871c5807b852d9e019b8,sadness,2.2846450517725314,1.6876736530555863,1.4101171027090802,-1.0999817694812521,-0.7022916890360894,-0.3372376434753792,-0.38905571554008944,female
5e2987315807b852d9e019ba,sadness,2.8483149463936908,1.7460281041994976,1.3896190593798683,-1.065876576813031,-0.5770848832836739,-0.21198832159251896,0.03647190315453225,female
5e2987fe5807b852d9e019c8,sadness,2.458312942158667,1.5809090758852886,1.320289192541229,-0.05973136892452444,-0.681168103562686,-0.22808640288739224,-0.21374697612797997,female
5e2988fc5807b852d9e019da,fear,2.8436779684844513,1.5823251766767674,1.3880848542575948,-0.5028565258452269,-0.3095581292643362,-0.17624378578529734,0.13057112926598863,female
5e298fd15807b852d9e01a36,sadness,2.0491920496161167,1.5688675042619924,1.475585785128136,0.9841478549258741,0.12589358331090478,-0.33407232986392227,0.4162234453469636,male
5e2990af5807b852d9e01a4f,sadness,2.2416444415438384,1.5071426308451858,1.363018228695582,0.31830260959894635,4.006468168224338,5.908033265850836,0.24071698721066012,male
5e2990c85807b852d9e01a53,sadness,2.3962535641590015,1.481241066228089,1.381337041713447,0.44254288831594807,-0.361149804523327,-0.1204841343892427,-0.6981817012474162,male
5e2990e85807b852d9e01a56,sadness,2.4078939849883714,1.5601389797578737,1.3580508658877746,0.2511778217031868,-0.4357146772377508,-0.21983452349975122,-0.202824160705918,male
5e2991605807b852d9e01a60,sadness,2.8637937021431794,1.508712711170437,1.3085533041686006,1.2764779733545886,-0.16862003168064638,-0.2544572610747579,0.2020530798336673,male
5e2991785807b852d9e01a62,angry,2.377706847217192,1.5597831413447236,1.365823640588262,0.3986215614521368,-0.18923299526691223,-0.012999900951952362,-0.13526151008862702,female
5e29919c5807b852d9e01a66,fear,2.239003264250305,1.6489809204888268,1.3776245709329153,1.945665868018075,0.2343673489832075,-0.12075866685802299,0.8586422794277822,male
5e2991af5807b852d9e01a68,fear,2.0029988952760287,1.4776923651600062,1.3690072575364851,3.134969914124363,0.44378144932731295,-0.274171266945021,0.8421208074248324,male
5e2991df5807b852d9e01a6c,fear,2.1235063947889103,1.5641807941657402,1.3966418410449006,0.23601391561332996,1.092787256696318,-0.09805048148580973,1.7861210570214614,male
5e2992895807b852d9e01a7c,angry,2.150687403838084,1.7806875702159886,1.4355643378129537,-0.42704777859254717,0.3237255285347659,-0.025409503957307795,0.9109044643225425,female
5e29ac5b5807b852d9e01c2c,angry,2.8764353587453195,1.5920595849553276,1.3933963045313082,-1.2537908048837723,-0.9172312002295608,-0.12496505147391514,-1.2848575030466156,female
5e29ac765807b852d9e01c2e,angry,2.6461938925838053,1.6370212754059223,1.4122366534895119,0.21667919994831528,-0.0705242563426104,-0.12690465501930195,0.407345219831958,female
5e29ac965807b852d9e01c30,angry,2.791662463226751,1.6003362979726439,1.4095604793509133,-0.22704322839775815,-0.022875170784804062,-0.012915177527902177,0.3292177013378546,female
5e29ae755807b852d9e01c4a,disgust,2.63715571307081,1.5697095066297948,1.389459227804042,-0.3091365988788183,0.44571838943436887,0.4208553087494207,0.5421218257082848,female
5e29aeb55807b852d9e01c4d,disgust,2.432111896554187,1.5211393621805855,1.3391943773875696,0.22098759128822487,-0.4011242156488241,0.01906786665292368,0.3036396545680166,female
5e29af215807b852d9e01c55,sadness,2.0003341386655293,1.5273264578586951,1.360060765742996,-0.29649354266052125,-0.6554614827480142,-0.04797172070284869,-0.6227200275592228,female
5e29af4f5807b852d9e01c5a,sadness,2.07370803784132,1.6248752590163815,1.400931970869448,-0.21796432958029616,-0.5727871179484704,-0.08418382028311068,0.1708397933249224,female
5e29b07d5807b852d9e01c67,sadness,2.102054022628039,1.6436649501695593,1.3029881042444085,2.1995116656181986,-0.5216162343981642,-0.07383550096751144,0.13858765685626287,female
5e29b0d55807b852d9e01c75,sadness,1.9256789091203292,1.571021973766984,1.4236285545963774,-0.5854024129762243,-0.4697147673116565,0.11215829786645849,-0.051282434964755395,female
5e29b2135807b852d9e01c7e,angry,2.0792335849938217,1.4661866776901835,1.3487982018854423,-0.6108452236664863,-0.4754565254046595,0.06676112264318858,-0.0696458859434157,female
5e29b2345807b852d9e01c7f,angry,1.910825415806484,1.5060173337386453,1.3540912023966982,-1.1227919746579174,-0.7256326066669575,0.16048038206781853,-1.6809411393420788,female
5e29b2545807b852d9e01c80,angry,1.9626846630667798,1.438079646023184,1.3374613985621073,0.24217215696885477,-0.5221662598278832,0.07998099025384654,-1.0426233706967083,female
5e29b2805807b852d9e01c81,angry,1.8839331044003718,1.4821151052069954,1.388744891453954,-0.4381483429055758,-0.5676956008308388,0.12620206649906526,-1.6443544614851175,female
5e29b2ac5807b852d9e01c85,angry,1.9486858836560963,1.4960503396638025,1.368037852362757,-0.3556874341580111,-0.3393904801562481,0.27882436747678213,-0.800515355379239,female
5e29b2d15807b852d9e01c8c,angry,2.6619839540342003,1.5801451907021722,1.3212317648696033,0.5979933664097604,-1.005868944900722,-0.36924168284491726,-1.425432070363563,female
5e29b2f95807b852d9e01c93,angry,2.673978825354795,1.616715215679688,1.3573026975887863,-0.6618724661435443,-0.983374816823523,-0.35234282570978614,-1.3754353351810633,female
5e29b3375807b852d9e01c9b,angry,2.7536323918596195,1.5405164216431955,1.346061401595734,0.30261625494603983,-0.7660736414229808,-0.31157461365471784,-0.42767606566841976,female
5e29b37c5807b852d9e01ca7,angry,2.599353243474958,1.591248916200582,1.3471858893809536,-0.6980392250885593,-1.027517630293069,-0.23647445145329582,-1.6781716036596745,female
5e29b3a75807b852d9e01cae,angry,2.518513918044783,1.573321013151124,1.4010784723967034,-0.5689970687021619,-0.6996359671069625,-0.2994043827763716,-0.3497602935826184,female
5e29b4575807b852d9e01ccd,sadness,2.545530070982585,1.5907482800420398,1.3724729555077821,-0.6758317700270401,-1.0446526581253606,-0.292093809845239,-1.6063592502463075,female
5e29b5525807b852d9e01cf7,sadness,2.508098504911207,1.5282029062746243,1.409715365482104,1.0851948049228692,-0.6507868398220595,-0.31236778437523777,-0.33650977002766985,female
5e29b5675807b852d9e01cfb,sadness,2.56115770747091,1.6328584349997264,1.4201356145737682,0.5067823630082043,-0.48088753846271587,-0.22563671748633035,-0.2895157411906853,female
5e29b5815807b852d9e01cff,sadness,2.159735305145039,1.6237841859748439,1.4105144378291565,-0.7876692714629131,0.46682623327057876,0.6638901011767698,1.0360251768540258,female
5e29b5bc5807b852d9e01d06,sadness,2.2391289742199447,1.6147503997217258,1.3646786580650596,-0.3992280710086365,0.25083105884160767,0.48273069020885545,0.47850615479389447,female
5e2ac3d55807b852d9e01fd6,angry,2.041000584954203,1.6708276356750853,1.4301323395431966,-0.1586755974663536,-0.028011284317527807,0.22014273092085979,0.14660418444653714,female
5e2ac52c5807b852d9e01fe4,angry,2.2421784930970317,1.5923555871163788,1.4816843394100105,0.38389825937051086,1.0872252136985938,0.04202667899047483,0.8703860013222671,female
5e2ac5585807b852d9e01fe7,angry,2.306550487316021,1.681222622017841,1.4266262483257368,-0.6071003952469716,0.07632035888869328,0.029513074594161064,0.4516150630454617,female
5e2ac6f85807b852d9e01ffe,angry,2.269684435208328,1.517058697708117,1.3395048410132746,-0.6371831469418054,0.1533482922226611,-0.30735385788523845,0.2802095360047702,male
5e2ac82c5807b852d9e0200a,sadness,2.23199788005516,1.5457803010889095,1.3681996481092948,-0.6733582842478314,0.12183251530599472,-0.3693240118500581,0.4444134082931192,male
5e2ac96c5807b852d9e02016,sadness,2.1472325230484213,1.4382754805834954,1.3484390846198444,-0.03420964457798914,1.4242450493041976,3.0709167526319874,0.2213105901072731,male
5e2acaeb5807b852d9e02036,angry,2.267660349545877,1.6087492920230355,1.5054305505746741,-0.9065655478011607,0.3081776003248914,-0.026833020073771495,0.5790628033617059,female
5e2acb335807b852d9e02042,angry,2.468695359601484,1.5458941013788294,1.3063228293547537,-1.061360861651858,-1.7010232417141158,-0.9065819660207218,-1.7998955455045857,female
5e2ace275807b852d9e02073,sadness,2.4147071711024677,1.510789078752345,1.449508516638372,2.428248652823607,0.920792336449993,0.3853695539240221,1.3110620781782378,female
5e2acee35807b852d9e0207b,sadness,2.253313971596473,1.6164124934245538,1.439735581019286,0.4329399161008525,0.825245616374241,0.24145070332626517,1.3224648352676889,female
5e2ad24b5807b852d9e020ae,sadness,2.1721190500484666,1.4615584959046746,1.2611671299383125,-0.9281216255158483,0.1940637825397464,-0.5371107154237951,0.4162234453469636,male
5e2ad24d5807b852d9e020af,disgust,2.0220107520584776,1.607715504949849,1.4534024073106326,1.964943485047906,3.773160854088787,4.3357743117982865,0.8702104699214714,female
5e2ad2945807b852d9e020b9,disgust,2.2405270093798726,1.7124894400804638,1.4191872980160571,-0.5358607116182968,-0.28566357737376125,-0.31168236868666593,-0.024767278510023357,female
5e2ad2c45807b852d9e020bf,disgust,2.546740707150269,1.5202013884952783,1.3765977714661422,-0.23132805293904976,0.1310260153183115,0.0911487099299705,0.4338252744731461,female
5e2ad2d85807b852d9e020c1,angry,2.1244837790034268,1.6024870738724497,1.3830962737996668,-1.093252018105937,-0.04133324496824795,-0.19630116753081703,0.2020530798336673,male
5e2ad33a5807b852d9e020c9,angry,2.364757964833259,1.4648166798565256,1.3440659587886126,0.6698339902129175,0.21204533576866266,-0.4529705115437998,0.4444134082931192,male
5e2ad4885807b852d9e020e1,angry,2.130366232845878,1.477934048555529,1.3279592705741075,-0.7720429334673675,0.34955942516556415,-0.12796013436867767,0.6513084222707687,male
5e2ad4a95807b852d9e020e2,angry,2.1472438503542697,1.5018265617693436,1.3294907511680956,-1.0861564571456193,0.08604476699479195,0.004019821291197122,0.32008411491014205,male
5e2ad5155807b852d9e020e8,angry,2.1856861409396258,1.459683923134163,1.3442064050534488,-1.0427967015070225,0.09702627299793491,0.052493879942999595,0.40923678183520895,male
5e2ad52a5807b852d9e020e9,sadness,2.234047675571062,1.7396663249188509,1.445494197000425,0.1564923430351202,0.12688098846165677,0.19447939696665695,0.6733040698709538,female
5e2ad6375807b852d9e020f8,angry,2.3019688081636835,1.4563401843939525,1.411343857880242,-0.13007836729039832,-0.19310006100004118,-0.022890778471851725,-0.032290292602099174,female
5e2ad6e45807b852d9e02100,angry,2.0868321024342267,1.543559199410213,1.3932250812978855,-0.5705886192046398,0.6194165110882578,0.358116168309814,1.1655582617839104,female
5e2ad7bd5807b852d9e0210b,angry,2.2497248012589566,1.6292947133357312,1.4468565590604425,-0.34277964589173815,0.2195998292161683,-0.12566639199124988,0.3121328696948253,female
5e2ad8e65807b852d9e02119,disgust,1.953701322500619,1.5144870893223412,1.3511736780885162,-1.0482784389872712,0.4851335055965446,-0.4170258247445714,0.8752594593443982,male
5e2ad9045807b852d9e0211a,disgust,2.0467848319504505,1.4810764816138622,1.354169276801321,-0.8759059460872923,0.1263778854868933,0.10308240043190388,0.3471569926456196,male
5e2ad94a5807b852d9e0211d,disgust,2.255871655888762,1.4547498894229436,1.3532081849514734,-0.44961379534727064,0.13105013683789674,-0.37470861797376953,0.3883572717414601,male
5e2adcf75807b852d9e0214e,angry,2.2113336522583817,1.5659899358363556,1.4837230430068047,0.197669219471145,0.27279393386136674,0.23014198916026632,0.4338252744731461,female
5e2add315807b852d9e02152,sadness,2.262253588041467,1.4945583550319215,1.3790630456839439,0.1340452537393748,-0.3419356877879557,-0.431253621348061,-0.202824160705918,male
5e2add325807b852d9e02153,angry,2.259983420275076,1.5551784824782984,1.6299493383753485,-0.9068516647781452,0.860748422750684,0.22120893909585404,0.6924811449920096,female
5e2add6e5807b852d9e02156,sadness,2.0625037493211695,1.568390741040216,1.3767609480762202,-1.080935475597668,-0.4946128905771875,-0.3126854775394257,-0.371835637948831,male
5e2ade005807b852d9e0215c,angry,2.2110343503752032,1.574643783643556,1.4548633095743293,-1.0522924583855258,0.8838765846085537,-0.03125068001556909,0.9109044643225425,female
5e2adeb05807b852d9e02160,sadness,2.2388656958564925,1.581159499534177,1.4493357337986918,1.3489808716552907,-0.4395023104265656,-0.0832531079086671,0.05178041604775955,female
5e2adef55807b852d9e02162,sadness,2.2596028675086925,1.6285214342135979,1.4945543954063445,0.276442819779684,-0.31064243713058953,-0.007717105729289243,0.02089579316330258,female
5e2ae57e5807b852d9e0216f,angry,3.1431853149083673,1.4370735450085355,1.3387564601719875,0.15982707662216944,0.5360679373420533,-0.5856022978973277,0.7506814982692882,female
5e2ae59c5807b852d9e02170,angry,2.5809592054493082,1.6549184502909124,1.4172082208186962,-1.1488713690978989,-0.5312595933742815,-0.09480021760913059,-0.7792060647940708,female
5e2ae5bb5807b852d9e02171,angry,2.0126207430903094,1.6999411431193916,1.417593008190409,-0.4254789910282912,-0.20632199575436727,-0.3984017554301986,0.0055867650391235295,female
5e2ae7695807b852d9e02184,sadness,2.081372254707338,1.6013558509082366,1.3840906217031568,-0.544288166193404,-0.4810090341436453,0.36995055882863026,-1.1582209395414031,female
5e2ae7bd5807b852d9e02188,sadness,2.4642552190166143,1.5912416711447226,1.4390064703361265,-0.5071084230691858,-0.44141674143414333,-0.3028604163558204,0.06735704126994096,female
5e2ae8045807b852d9e0218b,sadness,2.4616390828329853,1.506419949624,1.4230163354577923,1.1991458593029514,0.024684352706703255,0.33316095346715446,0.14702214719032805,female
5e2ae8455807b852d9e0218e,sadness,2.3146515466413358,1.5417388053795578,1.4053679741732892,0.3944716204695992,-0.25156635407852584,-0.23756740910379343,-0.22064514611536587,female
5e2ae95e5807b852d9e02193,sadness,2.297692488227056,1.5418309863381299,1.3585899332686953,-0.4861663911806099,-0.024319571387855465,-0.16931540392894678,0.4605614849300243,female
5e2ae97f5807b852d9e02194,sadness,2.019668018408587,1.5487148627332736,1.384611903995542,-0.4158462217269176,4.420030704682554,5.591926768481492,0.7506814982692882,female
5e2ae9b45807b852d9e02196,sadness,2.988831346937792,1.601775824197127,1.3450403890491687,-0.5681794094557207,-0.629492724909167,-0.30309098255796973,-1.065756006613406,female
5e2aeb9f5807b852d9e021bc,angry,2.6859194807731024,1.4985128244869723,1.3750890540451117,0.04999008641570195,1.8968765296876142,0.9993328480151359,2.440200474830521,female
5e2aebce5807b852d9e021bf,angry,2.538050505535006,1.7607227692901541,1.4229477678165847,-0.5745926869474696,0.10190921242817498,-0.0696347162930092,0.13858765685626287,female
5e2aec565807b852d9e021c3,angry,2.1177972127481204,1.5926907081661645,1.4300332655738093,-0.599215909873155,-0.05173124301698219,0.0875617331889965,-0.009634089571295731,female
5e2aec735807b852d9e021c4,angry,2.1337798111490716,1.7724357303734253,1.389078475958397,1.1822569615058052,0.8313132709561972,0.14117125601691372,1.143656462968517,female
5e2aec8c5807b852d9e021c5,angry,2.190567863175616,1.6895379411222557,1.4466123813846943,-0.857077863058133,-0.3642401039550512,-0.2358249999432454,-0.2484803911296776,female
5e2aecae5807b852d9e021c6,angry,2.5913242306134388,1.57048097191794,1.3639373519360023,-0.56876051478923,0.19234607153906347,-0.3742842673372523,0.19526277652753063,female
5e2aeccc5807b852d9e021c7,angry,2.0177751321368835,1.6158227513051373,1.460474060836187,-0.31105744719920164,0.6775596563619044,0.3430277113211169,0.8319499008044118,female
5e2aedb45807b852d9e021cf,disgust,2.5344233442267337,1.6037151358747082,1.4249204097513757,-0.8849432150824653,-0.32342253837536106,-0.4208422026072321,-0.19183301823063828,female
5e2aeded5807b852d9e021d0,disgust,2.831792280873311,1.4107170501731994,1.4148025967693805,0.7021281277008299,0.13313415996930666,-0.3815537310460801,0.407345219831958,female
5e2aee085807b852d9e021d1,disgust,2.027843463532081,1.5428053593342435,1.4601497339971232,-0.400545721154167,-0.33848616877133697,-0.3785194654795354,-0.0837520439503189,female
5e2aeec25807b852d9e021d8,fear,2.430846395536595,1.6831430985721103,1.3619732616363083,-1.2142615925932991,-0.32100808206809334,-0.0845145109468422,-0.42767606566841976,female
5e2aeee65807b852d9e021d9,fear,2.2882128765688106,1.7479097524805887,1.4452058918257398,-0.6256430742998974,0.303853176962788,0.09214739021625663,0.3123296741152253,female
5e2aefca5807b852d9e021e0,angry,2.1362082297342284,1.592896770905108,1.4348937144458094,-0.6712677946695247,-0.1089378613654769,0.2949575155499489,0.5238107565413852,female
5e2aefe75807b852d9e021e1,angry,2.6220977720716276,1.840155346356177,1.391347674149897,-0.047154992525647886,0.5687564981114224,-0.18580225614410578,0.7703068162730373,female
5e2b035e5807b852d9e0220c,sadness,2.740992223258725,1.5179748805011324,1.3661606839193448,-0.36481433663200374,-0.816968822502083,-0.48665122285447227,-0.6343221013317188,female
5e2b03965807b852d9e0220d,sadness,2.5195618580202646,1.4684774174851614,1.369233945239033,-0.5578362743307406,-0.705886038225282,-0.3226312872208865,-0.5396016656250044,female
5e2b221a5807b852d9e02239,disgust,2.6482219412293473,1.629972505270983,1.3672484468877357,0.3387781263427586,0.4380289950005707,-0.17727719259821398,0.7449711935423688,male
5e2b22545807b852d9e0223a,disgust,2.325695960837918,1.5455464334643219,1.3684751748708182,0.1610894644634752,0.20856027771113922,-0.10859345949188762,0.8093627853867479,male
