wav_id,situation,n_pauses,pause_dur_mean,pause_dur_std,total_pause_ratio,longest_pause_dur,n_frames
5e29b2135807b852d9e01c7e,angry,2,1.6,0.45999999999999996,0.4790419161676647,2.06,668
5e29b2ac5807b852d9e01c85,angry,4,0.8400000000000001,0.7629220143631982,0.5724020442930153,2.0,587
5e29b2d15807b852d9e01c8c,angry,2,1.675,0.2749999999999999,0.5836236933797909,1.95,574
5e2ac3d55807b852d9e01fd6,angry,1,1.03,0.0,0.33770491803278685,1.03,305
5e29b2f95807b852d9e01c93,angry,3,1.3966666666666665,0.22939534045446996,0.5755494505494505,1.69,728
5e2ac52c5807b852d9e01fe4,angry,3,0.3033333333333333,0.12657891697365015,0.23575129533678754,0.48,386
5e29b37c5807b852d9e01ca7,angry,2,2.1350000000000002,0.3550000000000001,0.6599690880989182,2.49,647
5e29b3a75807b852d9e01cae,angry,4,0.835,0.5118837758710468,0.4875912408759123,1.61,685
5e2ac5585807b852d9e01fe7,angry,2,0.43000000000000005,0.27,0.22751322751322753,0.7000000000000001,378
5e2ac6f85807b852d9e01ffe,angry,5,0.58,0.3925812017914255,0.4517133956386293,1.25,642
5e2acaeb5807b852d9e02036,angry,1,0.77,0.0,0.19298245614035087,0.77,399
5e2ad2d85807b852d9e020c1,angry,3,0.4533333333333333,0.16858891488535727,0.31999999999999995,0.6900000000000001,425
5e2ad33a5807b852d9e020c9,angry,5,0.24,0.059665735560705195,0.36697247706422015,0.34,327
5e2ad4a95807b852d9e020e2,angry,5,0.558,0.2190342438980718,0.565922920892495,0.78,493
5e2ad6375807b852d9e020f8,angry,2,0.79,0.14,0.3920595533498759,0.93,403
5e29b3375807b852d9e01c9b,angry,8,0.8712500000000001,0.5863752531442643,0.5017998560115191,2.0300000000000002,1389
5e2ad5155807b852d9e020e8,angry,3,0.9600000000000001,0.442944691807002,0.4514106583072101,1.47,638
5e2add325807b852d9e02153,angry,1,0.48,0.0,0.1797752808988764,0.48,267
5e2ad6e45807b852d9e02100,angry,4,0.6275,0.3087373479189066,0.5091277890466531,0.97,493
5e2adcf75807b852d9e0214e,angry,1,0.71,0.0,0.2094395280235988,0.71,339
5e2ad4885807b852d9e020e1,angry,5,0.834,0.3576366871561138,0.5353016688061617,1.26,779
5e2ade005807b852d9e0215c,angry,2,0.6950000000000001,0.11500000000000005,0.32400932400932403,0.81,429
5e2ad7bd5807b852d9e0210b,angry,3,0.4833333333333334,0.4224005471376928,0.3104925053533191,1.08,467
5e2ae57e5807b852d9e0216f,angry,2,0.66,0.13,0.5019011406844107,0.79,263
5e2ae5bb5807b852d9e02171,angry,3,0.7733333333333334,0.3534905310691583,0.4668008048289739,1.09,497
5e2aec565807b852d9e021c3,angry,4,0.9450000000000001,0.13162446581088186,0.6585365853658537,1.12,574
5e2aec735807b852d9e021c4,angry,4,0.5750000000000001,0.165,0.4227941176470588,0.75,544
5e2aecae5807b852d9e021c6,angry,4,0.5850000000000001,0.2855258307053847,0.3314447592067989,1.05,706
5e2ae59c5807b852d9e02170,angry,4,1.69,1.447186926419666,0.8018979833926453,4.14,843
5e2aeccc5807b852d9e021c7,angry,3,0.8566666666666668,0.1586050300449376,0.5399159663865547,1.07,476
5e2aec8c5807b852d9e021c5,angry,4,1.1724999999999999,0.21935986415021322,0.598978288633461,1.44,783
5e2b71d35807b852d9e0225c,angry,5,0.764,0.7993897672600019,0.6507666098807495,2.31,587
5e2b71b05807b852d9e0225b,angry,4,0.605,0.5086501744814406,0.4245614035087719,1.44,570
5e2bf19c5807b852d9e023a4,angry,3,0.7600000000000001,0.4121488404286328,0.5428571428571429,1.18,420
5e2b85635807b852d9e02292,angry,2,1.1,0.35,0.3806228373702422,1.45,578
5e2bf2ef5807b852d9e023ba,angry,1,0.34,0.0,0.09315068493150686,0.34,365
5e2bf3395807b852d9e023c0,angry,1,0.16,0.0,0.1118881118881119,0.16,143
5e2bf1605807b852d9e0239f,angry,7,0.2285714285714286,0.046729792096560356,0.25437201907790147,0.29,629
5e2bf3225807b852d9e023be,angry,1,0.21,0.0,0.06034482758620689,0.21,348
5e2bf45e5807b852d9e023d6,angry,1,0.15,0.0,0.11904761904761904,0.15,126
5e2bf3985807b852d9e023c5,angry,2,0.21000000000000002,0.039999999999999994,0.21105527638190957,0.25,199
5e2bf3bc5807b852d9e023c8,angry,0,0.0,0.0,0.0,0.0,263
5e2bf5665807b852d9e023e7,angry,0,0.0,0.0,0.0,0.0,250
5e2bf1795807b852d9e023a2,angry,0,0.0,0.0,0.0,0.0,719
5e2c02f85807b852d9e02427,angry,2,0.68,0.23,0.544,0.91,250
5e2c02e25807b852d9e02426,angry,2,0.685,0.10500000000000004,0.3357843137254902,0.79,408
5e2bf4ec5807b852d9e023df,angry,3,0.8933333333333332,0.7438787236879111,0.4227129337539432,1.93,634
5e2c03f65807b852d9e0242c,angry,3,0.5566666666666666,0.23456816114345577,0.540453074433657,0.77,309
5e2c048d5807b852d9e02431,angry,2,0.775,0.07499999999999996,0.4626865671641791,0.85,335
5e2c031c5807b852d9e02428,angry,4,0.5725,0.4387695864574025,0.3901192504258944,1.21,587
5e2c07c15807b852d9e02447,angry,2,0.6799999999999999,0.04999999999999999,0.3820224719101123,0.73,356
5e2d22095807b852d9e0251b,angry,3,0.24666666666666667,0.04784233364802441,0.20498614958448755,0.29,361
5e2c08245807b852d9e02449,angry,2,0.78,0.10999999999999999,0.308300395256917,0.89,506
5e2c07ed5807b852d9e02448,angry,3,0.2966666666666667,0.11897712198383165,0.15978456014362658,0.45,557
5e2c085f5807b852d9e0244a,angry,3,0.38999999999999996,0.21602468994692872,0.24173553719008264,0.6900000000000001,484
5e2d22205807b852d9e0251d,angry,4,0.25,0.05744562646538029,0.28735632183908044,0.32,348
5e2d22a05807b852d9e02523,angry,1,0.23,0.0,0.12994350282485875,0.23,177
5e2d22c05807b852d9e02528,angry,3,0.2733333333333334,0.12498888839501784,0.35964912280701755,0.45,228
5e2d22335807b852d9e0251e,angry,1,0.2,0.0,0.05361930294906166,0.2,373
5e2cdbfb5807b852d9e024e0,angry,4,0.935,0.5742168579900803,0.637137989778535,1.8900000000000001,587
5e2d22e75807b852d9e0252b,angry,2,0.21000000000000002,0.06000000000000001,0.15,0.27,280
5e2d22d65807b852d9e0252a,angry,2,0.575,0.335,0.25274725274725274,0.91,455
5e2d25cb5807b852d9e0255e,angry,0,0.0,0.0,0.0,0.0,292
5e2d25a85807b852d9e0255c,angry,1,0.26,0.0,0.06310679611650485,0.26,412
5e2d259c5807b852d9e0255b,angry,1,0.23,0.0,0.0954356846473029,0.23,241
5e2d236c5807b852d9e02539,angry,1,0.27,0.0,0.04927007299270073,0.27,548
5e2dcb7d5807b852d9e0274e,angry,3,1.0433333333333332,0.38525604761278215,0.5579322638146167,1.35,561
5e2dcb9f5807b852d9e0274f,angry,5,0.844,0.744489086555337,0.7576301615798922,1.8,557
5e2dcbbc5807b852d9e02750,angry,3,1.2866666666666668,0.6836340801595218,0.6215780998389695,1.93,621
5e2e3fa95807b852d9e0278c,angry,4,0.7849999999999999,0.7057797106746552,0.6205533596837943,1.94,506
5e2e3fc75807b852d9e0278d,angry,4,0.8625,0.4454983164951356,0.6596558317399618,1.59,523
5e2e3fe15807b852d9e0278e,angry,4,0.85,0.3502142201567492,0.5923344947735191,1.41,574
5e2e40de5807b852d9e02798,angry,2,1.7650000000000001,0.18499999999999994,0.5844370860927153,1.95,604
5e2e40a65807b852d9e02797,angry,3,1.34,0.8454978809356455,0.6848381601362863,2.2800000000000002,587
5e2e41015807b852d9e02799,angry,4,0.71,0.5475856097451794,0.6016949152542372,1.41,472
5e2e41175807b852d9e0279a,angry,3,0.9633333333333333,0.5541560149352246,0.44667697063369394,1.46,647
5e2d7c1b5807b852d9e025c7,angry,3,0.7200000000000001,0.2219609575278199,0.5714285714285714,1.02,378
5e2d41825807b852d9e02586,angry,4,0.73,0.15921683328090658,0.3792207792207792,1.0,770
5e2d7c2b5807b852d9e025c8,angry,3,0.8133333333333334,0.520021367082375,0.5583524027459954,1.42,437
5e2d41b05807b852d9e02588,angry,3,0.9066666666666666,0.5177086267604802,0.48833034111310586,1.45,557
5e2d419b5807b852d9e02587,angry,5,0.622,0.3845724899157505,0.48442367601246106,1.31,642
5e2d414b5807b852d9e02583,angry,2,5.234999999999999,4.534999999999999,0.8533007334963325,9.77,1227
5e2d8be85807b852d9e02644,angry,6,0.5,0.31075177661063613,0.8310249307479225,1.02,361
5e2d7c5d5807b852d9e025ca,angry,4,0.7125,0.5144110710317188,0.47500000000000003,1.53,600
5e2d7c755807b852d9e025cb,angry,4,0.845,0.14637281168304453,0.4674965421853388,1.07,723
5e2d8cbf5807b852d9e0264c,angry,2,0.28500000000000003,0.125,0.27536231884057977,0.41000000000000003,207
5e2d8c945807b852d9e0264a,angry,4,0.54,0.309434968935316,0.43113772455089827,1.02,501
5e2d8cac5807b852d9e0264b,angry,2,1.15,0.17000000000000004,0.409982174688057,1.32,561
5e2d8ccf5807b852d9e0264d,angry,2,0.64,0.22999999999999998,0.3775811209439528,0.87,339
5e2d8cdf5807b852d9e0264e,angry,2,0.345,0.07499999999999998,0.20597014925373133,0.42,335
5e2d8d665807b852d9e02653,angry,1,0.38,0.0,0.08351648351648353,0.38,455
5e2d8d535807b852d9e02652,angry,2,0.7849999999999999,0.415,0.4254742547425474,1.2,369
5e2d7c3c5807b852d9e025c9,angry,9,0.4922222222222223,0.38631529373406837,0.4483805668016195,1.28,988
5e2d8d955807b852d9e02655,angry,4,0.4175,0.1690229274388537,0.3976190476190476,0.65,420
5e2d8d7b5807b852d9e02654,angry,5,0.4640000000000001,0.48392561411853374,0.4195298372513563,1.42,553
5e2d91185807b852d9e02673,angry,7,0.42142857142857143,0.30158763575587166,0.5383211678832117,1.09,548
5e2d95ad5807b852d9e026bb,angry,3,0.31,0.09416297927883689,0.4078947368421052,0.44,228
5e2d95ca5807b852d9e026bc,angry,4,0.3025,0.18498310733685927,0.2908653846153846,0.62,416
5e2d912b5807b852d9e02674,angry,3,0.6166666666666667,0.35197853469904794,0.44902912621359226,1.0,412
5e2d959c5807b852d9e026ba,angry,4,0.3025,0.0967923034130297,0.2613390928725702,0.47000000000000003,463
5e2d963f5807b852d9e026c0,angry,4,0.3225,0.15642490210960658,0.3706896551724138,0.52,348
5e2d91635807b852d9e02678,angry,7,0.4228571428571429,0.28494181289290255,0.45468509984639016,0.89,651
5e2d956a5807b852d9e026b7,angry,6,0.355,0.185,0.32718894009216587,0.6,651
5e2d96c35807b852d9e026cb,angry,5,0.25,0.0726636084983398,0.2976190476190476,0.36,420
5e2d97995807b852d9e026d5,angry,5,0.37,0.17469974241537967,0.4731457800511509,0.6,391
5e2d96d65807b852d9e026cc,angry,4,0.505,0.23837994882120433,0.5343915343915343,0.76,378
5e2d97d95807b852d9e026d9,angry,4,0.39,0.22056745000112776,0.35697940503432496,0.76,437
5e2e48795807b852d9e027b7,angry,2,0.95,0.48999999999999994,0.5337078651685393,1.44,356
5e2e48585807b852d9e027b5,angry,5,0.792,0.7769530230329245,0.5538461538461538,2.18,715
5e2e48af5807b852d9e027bb,angry,2,2.26,0.050000000000000044,0.7820069204152248,2.31,578
5e2d96695807b852d9e026c3,angry,7,0.7742857142857142,0.6418468251372563,0.6244239631336406,1.6500000000000001,868
5e2ec6565807b852d9e02875,angry,2,0.91,0.35,0.4932249322493225,1.26,369
5e2ecd5d5807b852d9e028ba,angry,1,1.17,0.0,0.4448669201520912,1.17,263
5e2ecd9f5807b852d9e028c2,angry,2,0.6900000000000001,0.13,0.563265306122449,0.8200000000000001,245
5e2e4d985807b852d9e027dc,angry,3,1.0,0.6050344342817743,0.4249291784702549,1.51,706
5e2ecb175807b852d9e02891,angry,6,0.22166666666666668,0.07127801593447698,0.30090497737556565,0.37,442
5e2e4e2a5807b852d9e027df,angry,2,1.4849999999999999,0.275,0.4534351145038168,1.76,655
5e2ee8ff5807b852d9e0296f,angry,2,0.26,0.09000000000000001,0.36363636363636365,0.35000000000000003,143
5e2ed5ad5807b852d9e02918,angry,3,0.26333333333333336,0.10498677165349082,0.23303834808259588,0.41000000000000003,339
5e2ecd715807b852d9e028bc,angry,4,0.5925,0.25616157010761775,0.36915887850467294,0.85,642
5e2ed4715807b852d9e0290e,angry,2,0.355,0.08499999999999999,0.1903485254691689,0.44,373
5e2ed62c5807b852d9e0291e,angry,4,0.29000000000000004,0.11379806676741043,0.3421828908554573,0.47000000000000003,339
5e2ed5db5807b852d9e0291a,angry,2,0.405,0.024999999999999994,0.30337078651685395,0.43,267
5e2ee9545807b852d9e02978,angry,2,0.37,0.1,0.34259259259259256,0.47000000000000003,216
5e2ee9725807b852d9e02979,angry,4,0.2025,0.029474565306378993,0.3306122448979592,0.23,245
5e2eeeba5807b852d9e029a2,angry,4,0.425,0.3266879244783926,0.3640256959314775,0.96,467
5e2eeeef5807b852d9e029a4,angry,3,0.9400000000000001,0.6754257916307312,0.6573426573426574,1.8,429
5e2eeed15807b852d9e029a3,angry,2,1.17,0.63,0.46245059288537543,1.8,506
5e2eef045807b852d9e029a5,angry,4,1.1775,0.6498990306193725,0.6514522821576763,1.97,723
5e2ef7b65807b852d9e02a28,angry,4,1.1775,1.1984651642830508,0.6796536796536796,3.12,693
5e2ef8755807b852d9e02a2b,angry,1,1.48,0.0,0.4157303370786517,1.48,356
5e2ef8575807b852d9e02a2a,angry,2,2.715,0.645,0.6410861865407319,3.36,847
5e2ef7ff5807b852d9e02a29,angry,2,3.205,0.004999999999999893,0.703622392974753,3.21,911
5e2ef9535807b852d9e02a33,angry,3,1.3366666666666667,0.8060741625654276,0.48842874543239945,2.36,821
5e2ef97b5807b852d9e02a34,angry,4,1.0675000000000001,0.9797799497846443,0.577027027027027,2.72,740
5e27fbee5807b852d9e0159e,angry,5,0.202,0.042142615011410964,0.3458904109589041,0.28,292
5e2ef9c15807b852d9e02a36,angry,2,2.14,0.3900000000000001,0.6284875183553598,2.5300000000000002,681
5e27fbdc5807b852d9e0159d,angry,3,0.45999999999999996,0.2384673283002656,0.39204545454545453,0.73,352
5e27fc205807b852d9e015a2,angry,3,0.3666666666666667,0.17326921891156033,0.35031847133757965,0.61,314
5e27fc015807b852d9e0159f,angry,3,0.47333333333333333,0.13021349989749742,0.38904109589041097,0.58,365
5e2870915807b852d9e016e4,angry,5,0.28,0.13870832707519762,0.33333333333333337,0.49,420
5e2ef99f5807b852d9e02a35,angry,3,2.0166666666666666,1.6074272058859223,0.6491416309012875,4.15,932
5e27fc345807b852d9e015a3,angry,6,0.4100000000000001,0.2526525941551627,0.5734265734265735,0.93,429
5e2878915807b852d9e01734,angry,3,0.8300000000000001,0.16329931618554522,0.4797687861271676,1.03,519
5e2aeb9f5807b852d9e021bc,angry,1,0.79,0.0,0.2915129151291513,0.79,271
5e2acb335807b852d9e02042,angry,0,0.0,0.0,0.0,0.0,467
5e2aebce5807b852d9e021bf,angry,3,1.1500000000000001,0.7027090436304346,0.6193895870736086,2.14,557
5e2aefe75807b852d9e021e1,angry,1,0.72,0.0,0.19047619047619047,0.72,378
5e2aefca5807b852d9e021e0,angry,2,1.2000000000000002,0.15000000000000002,0.5000000000000001,1.35,480
5e2f07dd5807b852d9e02ab9,angry,1,1.31,0.0,0.40061162079510704,1.31,327
5e2fbf985807b852d9e02b34,angry,2,0.99,0.03999999999999998,0.42764578833693306,1.03,463
5e2f07f15807b852d9e02abc,angry,2,0.5700000000000001,0.12000000000000002,0.2,0.6900000000000001,570
5e3118c35807b852d9e030d1,angry,5,0.748,0.610062291901409,0.4245175936435868,1.82,881
5e3119e75807b852d9e030e4,angry,4,0.6375,0.40127141687391593,0.3869499241274658,1.26,659
5e300c5d5807b852d9e02d2c,angry,7,0.42428571428571427,0.17261494247992243,0.34020618556701027,0.58,873
5e30e6085807b852d9e02ee3,angry,4,0.395,0.11412712210513326,0.24921135646687698,0.52,634
5e30e5ef5807b852d9e02ee2,angry,5,0.788,0.897382861436522,0.5978755690440061,2.54,659
5e30f3785807b852d9e02f49,angry,1,0.53,0.0,0.21200000000000002,0.53,250
5e30f38f5807b852d9e02f4a,angry,2,0.44,0.16999999999999998,0.4074074074074074,0.61,216
5e30e6205807b852d9e02ee4,angry,5,0.656,0.2653752060762271,0.4120603015075377,0.93,796
5e2edcb65807b852d9e02925,angry,15,0.5453333333333333,0.43547470905004604,0.43907675791733763,1.6,1863
5e30f3a15807b852d9e02f4b,angry,4,0.69,0.3001666203960726,0.6374133949191685,1.16,433
5e31065e5807b852d9e02fd0,angry,4,0.845,0.44780017865114796,0.5522875816993463,1.6,612
5e3106925807b852d9e02fd3,angry,5,0.538,0.4471867618791952,0.6155606407322656,1.11,437
5e3106495807b852d9e02fcf,angry,3,0.7533333333333334,0.7687796968067134,0.4923747276688454,1.84,459
5e3106a65807b852d9e02fd4,angry,3,0.6900000000000001,0.32751590292177674,0.5073529411764707,1.1400000000000001,408
5e3109a65807b852d9e02ffb,angry,4,0.7024999999999999,0.37658830305786184,0.46523178807947013,1.22,604
5e310acb5807b852d9e0300e,angry,2,0.6900000000000001,0.13,0.378082191780822,0.8200000000000001,365
5e3109fa5807b852d9e03002,angry,4,0.7825,0.36231029518908237,0.5894538606403013,1.23,531
5e310a125807b852d9e03003,angry,4,0.765,0.38900514135419856,0.48264984227129337,1.28,634
5e310b205807b852d9e03012,angry,2,1.29,0.18999999999999995,0.45989304812834225,1.48,561
5e310a705807b852d9e0300a,angry,6,0.6666666666666666,0.5321549481954376,0.5805515239477503,1.6400000000000001,689
5e310b715807b852d9e03016,angry,2,0.775,0.535,0.4057591623036649,1.31,382
5e31150f5807b852d9e03097,angry,1,0.86,0.0,0.3771929824561403,0.86,228
5e310b575807b852d9e03015,angry,3,0.9833333333333334,0.4428945196720722,0.5462962962962963,1.57,540
5e3109e25807b852d9e02fff,angry,3,1.9400000000000002,1.1255517165668874,0.6767441860465117,3.5300000000000002,860
5e31152f5807b852d9e0309a,angry,3,0.43333333333333335,0.372409571424915,0.30952380952380953,0.96,420
5e3117b25807b852d9e030c0,angry,3,0.19666666666666666,0.03858612300930075,0.10766423357664232,0.25,548
5e315bf65807b852d9e03253,angry,4,0.635,0.4646773073865346,0.5920745920745921,1.22,429
5e311f7d5807b852d9e03174,angry,5,0.7020000000000001,0.6097999672023605,0.5391705069124425,1.8,651
5e315c075807b852d9e03254,angry,4,0.7325,0.46483195888406814,0.46581875993640703,1.33,629
5e315c1e5807b852d9e03255,angry,5,0.4779999999999999,0.2365924766344019,0.4016806722689075,0.79,595
5e315c665807b852d9e0325c,angry,4,0.4125,0.21706853756359992,0.28947368421052627,0.71,570
5e315c9e5807b852d9e03261,angry,2,0.63,0.20000000000000007,0.4131147540983606,0.8300000000000001,305
5e315d445807b852d9e0326a,angry,4,0.27,0.05522680508593631,0.313953488372093,0.33,344
5e315c755807b852d9e0325d,angry,5,0.442,0.3373662698018283,0.30027173913043476,1.07,736
5e315d5c5807b852d9e0326b,angry,3,0.5566666666666666,0.2926127512980633,0.34151329243353784,0.9400000000000001,489
5e3163175807b852d9e032c5,angry,1,0.72,0.0,0.19726027397260273,0.72,365
5e315c805807b852d9e0325e,angry,8,0.41000000000000003,0.30500000000000005,0.43791722296395197,1.03,749
5e315d895807b852d9e0326d,angry,3,1.1700000000000002,0.9126152895205443,0.7005988023952097,2.41,501
5e31656b5807b852d9e032f5,angry,3,0.6666666666666666,0.22983085567917602,0.5899705014749262,0.93,339
5e31632f5807b852d9e032c6,angry,0,0.0,0.0,0.0,0.0,344
5e3165825807b852d9e032f6,angry,3,0.77,0.13490737563232044,0.7356687898089171,0.88,314
5e31636a5807b852d9e032cd,angry,0,0.0,0.0,0.0,0.0,382
5e31659c5807b852d9e032f8,angry,2,0.795,0.14500000000000002,0.4690265486725664,0.9400000000000001,339
5e3166655807b852d9e03308,angry,4,0.625,0.250249875124844,0.6329113924050632,0.91,395
5e31673e5807b852d9e03319,angry,3,0.5133333333333333,0.26549743668986503,0.31492842535787324,0.88,489
5e3167585807b852d9e0331a,angry,2,0.74,0.13,0.4365781710914454,0.87,339
5e3169375807b852d9e03347,angry,0,0.0,0.0,0.0,0.0,245
5e316a2f5807b852d9e0335e,angry,0,0.0,0.0,0.0,0.0,335
5e3167905807b852d9e03320,angry,4,0.35250000000000004,0.15022899187573616,0.3286713286713287,0.52,429
5e3169555807b852d9e03349,angry,0,0.0,0.0,0.0,0.0,344
5e316aac5807b852d9e03366,angry,3,0.41333333333333333,0.23170862929310354,0.27252747252747256,0.72,455
5e316a865807b852d9e03364,angry,0,0.0,0.0,0.0,0.0,344
5e316ad25807b852d9e03368,angry,0,0.0,0.0,0.0,0.0,322
5e316ee55807b852d9e033a7,angry,3,0.3866666666666667,0.1948218559493661,0.4142857142857143,0.66,280
5e2fe5c15807b852d9e02be5,angry,0,0.0,0.0,0.0,0.0,685
5e317c1c5807b852d9e0341a,angry,4,0.7975,0.5217937811051412,0.27642980935875217,1.37,1154
5e2fc2735807b852d9e02b6f,angry,8,0.78125,0.9033885861023483,0.577634011090573,2.95,1082
5e2fc2f05807b852d9e02b7e,angry,8,0.40875000000000006,0.39116612519491,0.3323170731707318,1.3900000000000001,984
5e2fe6315807b852d9e02be9,angry,4,0.4375,0.34988390931850527,0.4117647058823529,1.03,425
5e2fc2af5807b852d9e02b77,angry,6,1.1199999999999999,0.5039841267341661,0.6114649681528662,1.67,1099
5e2fc2d45807b852d9e02b7b,angry,8,0.67875,0.5162469733567452,0.49816513761467884,1.57,1090
5e2fe65d5807b852d9e02beb,angry,1,0.79,0.0,0.14629629629629629,0.79,540
5e2fe7d25807b852d9e02bf2,angry,0,0.0,0.0,0.0,0.0,382
5e2fe68c5807b852d9e02bed,angry,0,0.0,0.0,0.0,0.0,570
5e2fe6a55807b852d9e02bee,angry,4,0.20249999999999999,0.05673402858955108,0.09654350417163288,0.3,839
5e2fe81f5807b852d9e02bf6,angry,7,0.33999999999999997,0.14471647156718945,0.4917355371900826,0.55,484
5e2fe90a5807b852d9e02bfc,angry,4,0.19,0.03741657386773942,0.12082670906200318,0.25,629
5e2fe9275807b852d9e02bfd,angry,0,0.0,0.0,0.0,0.0,642
5e2fe84d5807b852d9e02bf8,angry,9,0.56,0.5231528351150254,0.586046511627907,1.85,860
5e2fe7e55807b852d9e02bf3,angry,4,0.46249999999999997,0.35751748209003714,0.16894977168949768,1.04,1095
5e2fe8335807b852d9e02bf7,angry,9,0.5077777777777778,0.31681672857690585,0.466802860061287,1.04,979
5e2fe97e5807b852d9e02c00,angry,7,0.4228571428571429,0.285242467571227,0.4065934065934066,1.07,728
5e2ffb865807b852d9e02c88,angry,0,0.0,0.0,0.0,0.0,501
5e2fe99a5807b852d9e02c01,angry,1,0.15,0.0,0.024671052631578948,0.15,608
5e2ffb615807b852d9e02c85,angry,0,0.0,0.0,0.0,0.0,331
5e2ffc405807b852d9e02c8d,angry,0,0.0,0.0,0.0,0.0,352
5e2ffb755807b852d9e02c87,angry,0,0.0,0.0,0.0,0.0,378
5e2ffba25807b852d9e02c89,angry,0,0.0,0.0,0.0,0.0,557
5e2ffd695807b852d9e02ca7,angry,2,0.495,0.265,0.3289036544850498,0.76,301
5e30024a5807b852d9e02cf2,angry,0,0.0,0.0,0.0,0.0,314
5e2ffd725807b852d9e02ca8,angry,0,0.0,0.0,0.0,0.0,399
5e2ffd3e5807b852d9e02ca1,angry,0,0.0,0.0,0.0,0.0,591
5e30029c5807b852d9e02cf6,angry,0,0.0,0.0,0.0,0.0,497
5e302c405807b852d9e02db4,angry,3,0.25333333333333335,0.05185449728701348,0.19240506329113924,0.29,395
5e3002885807b852d9e02cf5,angry,0,0.0,0.0,0.0,0.0,523
5e302c545807b852d9e02db6,angry,1,0.47000000000000003,0.0,0.17090909090909093,0.47000000000000003,275
5e2ffd565807b852d9e02ca4,angry,0,0.0,0.0,0.0,0.0,924
5e30025a5807b852d9e02cf3,angry,0,0.0,0.0,0.0,0.0,992
5e3031135807b852d9e02de9,angry,1,1.46,0.0,0.31533477321814257,1.46,463
5e3030f85807b852d9e02de8,angry,4,0.3025,0.07980444849756184,0.25,0.37,484
5e30380d5807b852d9e02e2d,angry,4,1.115,0.8896769076468154,0.5603015075376885,2.62,796
5e3037ef5807b852d9e02e2c,angry,3,0.7433333333333335,0.28825143345504617,0.3545310015898252,1.12,629
5e3037955807b852d9e02e29,angry,5,0.5359999999999999,0.36092104399716013,0.3194278903456495,0.98,839
5e3037b25807b852d9e02e2a,angry,6,0.5733333333333333,0.2907843798341918,0.4042303172737955,1.01,851
5e3038935807b852d9e02e31,angry,8,0.5925,0.41290888825502414,0.5511627906976745,1.43,860
5e3038b35807b852d9e02e32,angry,5,0.9099999999999999,0.17753872816937713,0.5016538037486218,1.16,907
5e3039a85807b852d9e02e3a,angry,1,1.06,0.0,0.23555555555555557,1.06,450
5e303a2e5807b852d9e02e42,angry,2,0.47000000000000003,0.10000000000000003,0.3263888888888889,0.5700000000000001,288
