wav_id,situation,f1_mean,f2_mean,f3_mean,f4_mean,formant_roughness_mean,formant_roughness_std,melodic_dissonance_mean,melodic_dissonance_std,pitch_class_entropy,n_valid_formant_frames,n_voiced_pitch_frames
5e2875925807b852d9e01712,angry,449.15171121685285,1368.5489132032822,2203.9580012582687,3063.9199140662918,0.00038212595593122717,0.0020922984689274184,0.051994777372895325,0.05989474092987476,3.059806705955419,685,94
5e2875aa5807b852d9e01713,angry,473.6548053952866,1284.12718453338,2130.49869071249,3003.387580855959,0.000488543184839518,0.0026331862668449433,0.06271600338300679,0.06498729745163208,3.3890167063443903,770,99
5e2875c35807b852d9e01714,angry,528.5854610982735,1386.5866055537792,2327.9755622564767,3233.8675947052993,0.0006001756676704141,0.0030252057893707988,0.02646297621823052,0.04905971215931904,2.0178756071627033,505,78
5e29813c5807b852d9e01944,angry,747.6932707057437,1654.1933617211967,2557.333325222864,3424.0951555776205,0.0005096487922235512,0.002200003034793495,0.07722356547752074,0.06236144876387092,3.2162716678325443,612,69
5e29841e5807b852d9e01987,angry,691.9779035075438,1636.734399346659,2607.8563502656907,3480.11371799073,0.0007286473840875671,0.0028476353829477727,0.0637038611120036,0.05892166849738505,3.1448148510835257,514,68
5e2984895807b852d9e01990,angry,722.445226500358,1673.7559581582732,2475.917461960318,3368.4911746348375,0.0015780523157607324,0.004843515006130184,0.06848302080320512,0.05590710210375627,2.796916173862276,538,72
5e2991785807b852d9e01a62,angry,674.4150251470784,1603.5612231583627,2501.2077619965385,3416.2086913577314,0.001079597272447089,0.003766813644754749,0.06729143593418907,0.05973044483279602,3.087360862868246,429,60
5e2992895807b852d9e01a7c,angry,577.3224731466483,1241.640170949147,2210.9732190900013,3173.9943051851124,0.0006856591261155649,0.0028415303277428963,0.07397256423963561,0.06114189948540343,3.03370108163503,523,83
5e29ac765807b852d9e01c2e,angry,545.9901467161827,1444.7957916512985,2365.161449550118,3340.1676904750616,0.0009927900808101601,0.0037257416711511467,0.09066969899430301,0.05602654228367946,3.2476435005568325,548,78
5e29ac5b5807b852d9e01c2c,angry,528.9121599828363,1521.3816386449917,2422.1302201798017,3374.9872978921394,0.00029120870937603295,0.0022372428650435016,0.06263684648762688,0.059440606809161384,3.220924535616113,692,80
5e29b2345807b852d9e01c7f,angry,922.0166685178491,1761.812884001128,2653.320742109772,3592.8382740275206,0.00035371004477499374,0.0015399719396978315,0.044892039147505655,0.0546923455683525,2.673307429296695,472,61
5e29b2545807b852d9e01c80,angry,939.43794070515,1843.8204381250368,2651.560642989165,3546.360005944529,0.0010049531196274148,0.00417471476269347,0.046153348507172946,0.052754692025577664,2.9388236111283277,596,92
5e29ac965807b852d9e01c30,angry,527.526084819718,1472.6747693641778,2356.7748885219853,3322.0167415872447,0.000781084035265445,0.0036450357090019496,0.07223077382887766,0.062444200967602635,3.3629472040682855,758,102
5e29b2135807b852d9e01c7e,angry,859.3485772587726,1786.786423053098,2619.7624493581484,3533.530881061273,0.0005979668487094797,0.002484862212064467,0.058631143045326906,0.061930886132296435,2.9922368752762303,662,105
5e29b2805807b852d9e01c81,angry,911.5016551794378,1717.2081429082755,2545.100127388808,3534.4948001500143,0.0006803628949045673,0.0028752184338548185,0.04683442320245702,0.05394178929118684,2.4578244476350584,478,74
5e29b2ac5807b852d9e01c85,angry,878.9489633644604,1712.7954373624832,2562.428195840754,3505.4987658717596,0.0007197061234360647,0.0026517408326428935,0.04950580998784622,0.05748018104010582,2.415574069676497,583,90
5e29b2d15807b852d9e01c8c,angry,590.8187418229778,1572.7500104754417,2485.17336522956,3283.4899913491827,0.0011747202901814353,0.003710644420932691,0.05343074399262947,0.049443692840002336,3.184085763596972,569,87
5e2ac3d55807b852d9e01fd6,angry,699.9051190104716,1428.5067573128133,2386.788567866851,3413.4235185583752,0.0008137031680005151,0.0037366597223163294,0.04748464241559957,0.059438739661117984,2.9343054923087015,305,49
5e29b37c5807b852d9e01ca7,angry,588.9201210779834,1530.811426871721,2435.9020239170927,3281.6128345356133,0.0005563653968624475,0.0024189763957442587,0.05789802421528279,0.05033685012577059,2.9411093110449964,647,102
5e29b2f95807b852d9e01c93,angry,556.7145563366976,1488.6429354111185,2406.7116843932304,3266.636261545383,0.0005736210527123392,0.002684475973197155,0.05491546580153923,0.04792750322012462,3.1706224265086997,726,111
5e2ac52c5807b852d9e01fe4,angry,600.6513902709048,1346.7676291142543,2144.532958767562,3177.5209003545106,0.0010725725834479785,0.003715190383034253,0.09128668592527377,0.06278050593821727,3.0939917630919935,386,56
5e29b3a75807b852d9e01cae,angry,565.2904521196764,1423.691871401233,2239.9243375280075,3138.3097691079383,0.0006179331763838827,0.002992338537312973,0.0674126749473642,0.05668693869931723,3.429141948310099,685,107
5e2ac5585807b852d9e01fe7,angry,594.6635488131022,1371.6214983039354,2306.001091794582,3289.8016862219574,0.0005997535576186822,0.002530671682407952,0.06806183460094349,0.06146505988965223,3.0430330747868313,378,54
5e2acaeb5807b852d9e02036,angry,572.1068767647004,1297.3440801418403,2087.101370438462,3141.9861652043305,0.0004568746333731725,0.002627698225973072,0.08041824314957598,0.05901698623394348,3.074259298607355,399,63
5e2ad33a5807b852d9e020c9,angry,761.9884491265437,1801.9182541829368,2639.4799144651165,3547.635101938842,0.00108431406723731,0.003867796571298877,0.0705912870366933,0.06224120117130049,2.3689810358360037,327,41
5e29b3375807b852d9e01c9b,angry,570.5102848113402,1570.9756001455635,2420.113710025015,3257.6216525373234,0.0010337918263093472,0.0035484096633523177,0.06066284318522136,0.05207563681546062,3.457688798970282,1389,213
5e2ad2d85807b852d9e020c1,angry,739.3849358913743,1570.8113027407135,2517.2048081347366,3481.5365905217595,0.0002572777848598852,0.0012731044402698268,0.053482554818027085,0.058086447512419814,2.638699453892513,425,60
5e2ac6f85807b852d9e01ffe,angry,743.6420396341932,1687.832762724303,2560.5413729676243,3429.8575647049092,0.000471212613867636,0.0022940063724202807,0.07254025598838613,0.06308970905664253,3.2329876725255953,642,76
5e2ad4a95807b852d9e020e2,angry,799.1029560198131,1715.868908113462,2576.9375027189585,3426.0145762030643,0.0002606062023791185,0.001156464600522839,0.04440808096828153,0.04901941298955713,2.771878401619917,493,57
5e2ad6375807b852d9e020f8,angry,714.0513702063095,1643.7239816414633,2393.8212865164905,3378.504969588028,0.0008273472980406618,0.0030799627840875548,0.06327773451654838,0.05972518217105333,2.9870675388325494,403,54
5e2ad4885807b852d9e020e1,angry,832.2121325653185,1772.9166257818122,2620.2538464931213,3479.5903867080046,0.00040795198111117487,0.0018149774065081665,0.06951092777796929,0.06245861891095066,3.2172221000582,779,60
5e2ad6e45807b852d9e02100,angry,732.6192279969355,1528.853323844585,2359.8756125691907,3287.837892174608,0.000617173825849315,0.002785984881894131,0.07870260189306598,0.06294410321356746,2.953223634095565,493,69
5e2ad7bd5807b852d9e0210b,angry,606.3909654235282,1364.2127941726737,2222.7046934105033,3215.934864515417,0.0007258646059377647,0.0031921871347791466,0.06175837215631612,0.06543864652963557,3.1253572823891345,467,68
5e2ad5155807b852d9e020e8,angry,816.6656123574188,1784.974710711583,2605.498888426751,3502.3282941828797,0.0002809455907804434,0.0017943361553473907,0.05573177158956758,0.06411372459560323,2.6883079737959727,637,75
5e2add325807b852d9e02153,angry,562.6516174915207,1271.5833269217908,1977.5390287069365,3223.2884314523003,0.0004567381230462405,0.0016055045967072832,0.07866497087522953,0.06168126161786912,3.2114904900537926,267,43
5e2adcf75807b852d9e0214e,angry,658.3610374779139,1455.8559175106527,2279.8557148494856,3382.6744588529327,0.0009837201588598432,0.003431478845952637,0.052641537383593506,0.05664605049871102,2.4505375605783746,339,37
5e2ae57e5807b852d9e0216f,angry,546.8816570173012,1718.9503933295357,2470.258135435892,3307.074037107209,0.0009656651544117776,0.0031521009020958526,0.08825650464979057,0.0633283000500213,2.9573114958598565,263,29
5e2ade005807b852d9e0215c,angry,635.1808047103877,1404.406577913631,2211.4400876198188,3217.3430447999144,0.00038734632919378063,0.0016849593358546637,0.07243872955917816,0.058468568709146185,3.0448447656380955,429,55
5e2ae5bb5807b852d9e02171,angry,696.9754265355111,1402.7472008695859,2384.5876801537706,3380.374822802972,0.0006864076161406607,0.0027977791147993972,0.059562006479180356,0.05621699319231375,3.1925315875655276,497,76
5e2aec565807b852d9e021c3,angry,675.4604569473721,1430.4882730447164,2278.325380618983,3258.0810840862564,0.0006035153535366113,0.0024160051235045553,0.056867279225346505,0.05801949638597287,3.3491545702566157,574,77
5e2ae59c5807b852d9e02170,angry,546.2767821501511,1409.9180896136588,2333.29945990056,3306.7711762028975,0.0003412672086360389,0.0020871250999583806,0.06260114875590303,0.05441531223287558,2.9846486819938596,843,119
5e2aec735807b852d9e021c4,angry,641.2703984794927,1368.3298297630618,2425.276681207837,3368.8996361096215,0.0014534804505244026,0.004421204914164553,0.06901535717675666,0.06398975185820165,2.949321324131604,544,69
5e2aeccc5807b852d9e021c7,angry,691.3261253728124,1394.940663973806,2253.9768615695702,3291.8747400473144,0.0007409997012409545,0.003189091132296056,0.06434730325902754,0.05609922351096138,3.210034445409612,476,58
5e2aec8c5807b852d9e021c5,angry,608.9904586619709,1334.034927725492,2253.902625174505,3260.5234440129047,0.0004804858852974018,0.0023118516163839658,0.05541442598731582,0.053161837714133076,3.4777980624982288,783,114
5e2aecae5807b852d9e021c6,angry,567.944574052021,1471.7285363864305,2311.3216622235286,3152.497947445479,0.00061804603949439,0.0025178822946337882,0.07273272824164143,0.05889115246983854,3.491005447233829,706,95
5e2b71d35807b852d9e0225c,angry,525.9431886728236,1277.6916368975778,2200.4203300150193,3218.8379175811287,0.0005649673560916408,0.0027826619202369674,0.04244021022525088,0.05449899061625669,2.9736853940267802,587,75
5e2b71b05807b852d9e0225b,angry,486.93679082970186,1264.6079011230051,2366.9529564354284,3380.594012832301,0.0004800528304142897,0.0024292571873759535,0.05901607491455487,0.05970912069442029,3.003024576011117,570,85
5e2b85635807b852d9e02292,angry,585.2172132925033,1334.7278389756054,2304.9168609247263,3257.8918400449384,0.0013375282393245193,0.004777828335720555,0.07029821293500806,0.055984576526270764,3.3531779988993593,578,90
5e2bf3395807b852d9e023c0,angry,514.3196968651083,1567.8415745422678,2616.8120103268784,3468.859204468115,0.0028114132605527595,0.007862072093996659,0.06496018231820395,0.05033138900586965,2.8064985287918303,142,22
5e2bf19c5807b852d9e023a4,angry,553.9784587544731,1287.0107407214753,2162.091975180874,3170.7605840874644,0.0004639565868696981,0.002894696201824339,0.053782266561726154,0.057689709856863565,2.981309231771423,420,64
5e2bf2ef5807b852d9e023ba,angry,648.9043226675258,1677.2043650313915,2610.904855489036,3528.8640585464336,0.0006030934343572297,0.0024847859824070674,0.0635995589623451,0.06106801648093285,2.8708940571294215,365,55
5e2bf3225807b852d9e023be,angry,495.8496094578459,1578.3074196717566,2479.0638428166394,3326.9797141826484,0.0009382425654494157,0.0038397071435157756,0.07815015558511638,0.060604200303388055,2.4718052500832335,348,55
5e2bf1605807b852d9e0239f,angry,558.8278599543218,1278.476118663792,2125.728081130176,3174.927330053232,0.00022168696043509345,0.0016766257763218548,0.07666128730473604,0.06513543509678957,3.3379380450663505,625,79
5e2bf3985807b852d9e023c5,angry,821.9777335386019,1726.926395974058,2688.912278690163,3572.4152829102622,0.00017964316013354377,0.0005951643130392481,0.07293460584531983,0.06423037691369987,2.6286137419059736,198,23
5e2bf1795807b852d9e023a2,angry,553.2595845610933,1310.3630625583405,2138.862445599074,3125.0919503037376,0.00024415883012548963,0.0018738468712265848,0.060989098853135255,0.061835772126982456,3.095520651267051,715,104
5e2bf45e5807b852d9e023d6,angry,781.6465018976654,1770.158697416521,2648.665855313057,3555.7207228735692,0.00026522233818562064,0.0012980649825636884,0.08301278913135991,0.057102413735634634,1.3143204867061788,126,13
5e2bf3bc5807b852d9e023c8,angry,685.0007849912676,1590.3962315858803,2597.9152909604923,3530.559480968365,0.0006629629037850502,0.0019226759829225363,0.07367892645714527,0.05624861791853346,3.1405627190739267,262,39
5e2bf5665807b852d9e023e7,angry,566.0763593451026,1518.910831151136,2523.5594152278823,3461.8667603426065,0.0003096673614828712,0.0016694104288231704,0.06187906064944275,0.05247616169303402,2.3409208781177675,250,39
5e2c02f85807b852d9e02427,angry,750.8272481963411,1655.7160612283167,2368.618962620763,3168.3572277503276,0.0014093042321148672,0.004046933563755185,0.09147022540663591,0.06513263691026451,2.437728545142357,250,23
5e2c03f65807b852d9e0242c,angry,748.0345312165631,1575.922974272729,2421.818476243308,3223.2212188711374,0.0004951285931214051,0.0020258852970471575,0.07434107274359969,0.06492171224990836,2.8623153750955987,309,29
5e2c02e25807b852d9e02426,angry,710.4607226090718,1442.0410775016296,2241.8084265425496,3267.8032922401076,0.00043836488618122465,0.00204719552376662,0.05793135929406234,0.06316926595703826,3.2129574798493064,408,64
5e2c048d5807b852d9e02431,angry,703.1590128403932,1661.5621983922183,2500.381951288592,3301.721962289326,0.0006459578005641087,0.0023806089057322576,0.05399941953854067,0.05370632449845318,2.963710641914682,335,32
5e2bf4ec5807b852d9e023df,angry,748.5135434253839,1710.063630245488,2646.509114472745,3549.752323799131,0.0007050669423971208,0.003361673178051897,0.07308497805242288,0.06260138911644904,2.977902059049172,634,66
5e2c031c5807b852d9e02428,angry,687.932295824714,1512.5282031197714,2380.628630850038,3280.6401120076443,0.0010419603016103816,0.003720325984324866,0.08722437798245627,0.060964234053644026,3.028147958198015,587,70
5e2c07c15807b852d9e02447,angry,847.6953714495172,1611.1879151223968,2462.9161621146422,3352.7061967163368,0.0008398218629542645,0.0032148438638502047,0.0762515475412629,0.06538569806637806,3.2586155039743385,356,34
5e2c08245807b852d9e02449,angry,728.4508289773146,1535.136302411363,2330.887292851027,3255.706051660007,0.0007769314612213258,0.0028029074025924497,0.060492571032493524,0.058514418448198185,3.267911810154257,506,54
5e2c07ed5807b852d9e02448,angry,602.9650479873509,1375.4693522229297,2207.3100311873436,3179.11848191305,0.0004609085034524214,0.0021836752440744225,0.05640053125705716,0.053536864149270856,3.1519725055986183,557,67
5e2d22095807b852d9e0251b,angry,572.1899905374294,1587.2465442336538,2460.3158856554473,3331.751723400802,0.0005406782492534173,0.0019471707361343594,0.06329538445047109,0.05745897135360763,2.724133256507522,353,57
5e2d22205807b852d9e0251d,angry,701.0367637092605,1782.686415576955,2626.7393015133157,3470.602930700876,0.0010112304566194487,0.0036609795328648204,0.0770573816304434,0.058838616332667,2.3677780240876927,341,45
5e2c085f5807b852d9e0244a,angry,689.1960347844088,1448.577569810857,2307.3362479753887,3193.628588637253,0.000936122211266555,0.003308260465947772,0.07471090374902213,0.04881347200189482,2.741019168943382,484,65
5e2cdbfb5807b852d9e024e0,angry,636.7738205350853,1439.3961896240646,2472.258814295624,3476.0949795410643,0.00017750686153514711,0.0014952370394080605,0.06449113891554414,0.06091435663461366,2.695005976976059,581,80
5e2d22a05807b852d9e02523,angry,721.0980480364744,1591.4714546862147,2557.25012991927,3418.906529442915,0.00020565940890608607,0.0006124714350089135,0.03199682415283287,0.03602896634148733,1.8061656006760192,171,27
5e2d22c05807b852d9e02528,angry,658.4938220000574,1652.598286610363,2556.3939317174045,3369.6090185222356,0.0005601679680857821,0.0018248364344583348,0.06307726391363451,0.05244670163876293,2.0336624835059225,220,28
5e2d22335807b852d9e0251e,angry,616.5673184365472,1679.2333802192147,2574.1748224723046,3506.6369458132854,0.0007693927370816313,0.003439100613466636,0.0684396042442679,0.04878541154997257,1.7736575461161235,366,57
5e2d22e75807b852d9e0252b,angry,662.7328985344662,1567.1479608228803,2549.696367941727,3468.0266475942867,0.00021625812330435554,0.0015858165477599913,0.07537080995510145,0.07191564273059876,2.456568409029339,273,43
5e2d259c5807b852d9e0255b,angry,688.7872660096734,1598.185653147313,2462.642077060671,3450.448691093795,0.0003451278155049952,0.0015820888701361395,0.06085269089453331,0.04890825638793996,2.0198852619932395,235,35
5e2d22d65807b852d9e0252a,angry,747.2638723827231,1728.7682772624842,2629.452878126283,3470.9500404234905,0.0006889890550684471,0.0029432082226713797,0.0641981678480383,0.06293453586518,2.3637485509236096,448,62
5e2d25cb5807b852d9e0255e,angry,598.6267314466185,1571.2961824833874,2392.9264589962772,3209.3155218426687,0.0006286459640674239,0.002368822481118244,0.06409887892043306,0.05379011626658109,2.3257163090882544,285,40
5e2d236c5807b852d9e02539,angry,635.1278672475767,1508.0064823375606,2502.029493404269,3363.7332415862797,0.00034337084291080817,0.001789687203997351,0.07270652433316946,0.05875833481416353,2.789643203448754,541,76
5e2d25a85807b852d9e0255c,angry,613.7282225358914,1569.384577014676,2402.3494478249295,3377.3923338433005,0.001060342462959255,0.004087748049898151,0.08469606752922512,0.05809361392924899,2.5710185849264997,404,57
5e2dcb7d5807b852d9e0274e,angry,474.1574175993517,1369.0295091445723,2254.2261921251475,3161.8982037009273,0.0005070626665766753,0.00255441591212072,0.045849508552773005,0.05010075611693081,2.80284357470498,561,84
5e2dcb9f5807b852d9e0274f,angry,503.4986081190267,1412.0449719536578,2357.9865452130334,3253.8993894678206,0.0003693911347384256,0.0021158284992168364,0.06927823838448048,0.06766529114822244,2.8554298300663765,557,87
5e2e3fa95807b852d9e0278c,angry,722.4663276038333,1616.6488362298471,2514.413222698015,3528.864428608124,0.0008255242551233996,0.003296466719493285,0.044207503904348765,0.057777018683252815,2.4064991608625843,505,69
5e2dcbbc5807b852d9e02750,angry,517.6475367122856,1418.737481073395,2402.6156478609255,3300.8466657310473,0.0008048418223885766,0.0036562978075220173,0.05479487756116074,0.06107599013023012,2.462598957992015,621,91
5e2e3fc75807b852d9e0278d,angry,873.8338921780409,1802.1064276403577,2776.1467461327957,3572.070770389338,0.0012969545293020635,0.0045953936726950305,0.03127157939657068,0.05028377375096902,2.028386333175293,523,58
5e2e3fe15807b852d9e0278e,angry,774.4244134843343,1660.5100072693176,2629.981536481087,3435.474284451491,0.0007809955465692658,0.0029065817587700248,0.035268252078415,0.0476074900140088,2.737266750985002,570,84
5e2e40a65807b852d9e02797,angry,650.755611410441,1489.4614427034112,2315.8552479394393,3279.229120157555,0.0005347831367969642,0.002880169491809291,0.0662961959855649,0.06492345406131471,3.240580584441215,587,86
5e2e40de5807b852d9e02798,angry,681.7159598076663,1561.364801114348,2393.1597198613135,3280.72601176601,0.0007333018597708034,0.003077191160100076,0.07463831353311835,0.06790792082100032,2.9882851344731853,604,94
5e2e41015807b852d9e02799,angry,641.0218212644945,1505.0430869438658,2313.8015085418137,3219.183541493213,0.0005154684333753477,0.002023144111055498,0.0621910335902239,0.06140166720811253,3.195996566077931,472,74
5e2e41175807b852d9e0279a,angry,563.0260236542368,1355.2223520871264,2157.337194124541,3061.909770685702,0.0009602282353330018,0.0037792842102275415,0.06116541692756339,0.057861442308592116,3.286187094808846,647,92
5e2d7c1b5807b852d9e025c7,angry,646.8619853692148,1456.0025575854927,2281.538097765075,3147.5253003558955,0.0011495100773437625,0.004126632163471832,0.054208146630099076,0.052301741413213566,2.199871214088354,373,31
5e2d41825807b852d9e02586,angry,691.4194087493703,1630.1016381156287,2477.6400963236783,3380.5082540740036,0.0007739548164227442,0.003018709428182544,0.05046566911479304,0.05571729380638067,2.949303960775881,763,104
5e2d41b05807b852d9e02588,angry,743.1898895529077,1668.2894514574014,2492.4840600135326,3383.7510518599456,0.00048250470503036577,0.002480471931771482,0.042579332076562955,0.0542523344964603,2.6335629921264334,551,73
5e2d419b5807b852d9e02587,angry,693.9036368274857,1554.5999743634834,2415.181648712144,3333.7708491003546,0.0005758819175765102,0.0025471951374688726,0.043684855639921874,0.057763210555952536,2.7514880802576225,636,91
5e2d7c2b5807b852d9e025c8,angry,649.8323661482054,1499.8684690794908,2242.7272725856874,3159.8773888068563,0.0010584168743485148,0.003951288374286014,0.06216830147939682,0.06293879239803513,2.8533839072933316,432,55
5e2d414b5807b852d9e02583,angry,972.507636227353,1631.394846394637,2465.172251190899,3428.917059821899,0.00018221566610675868,0.0010825983298030743,0.010754641780286407,0.03343715612240321,1.0990283559521599,1222,181
5e2d8be85807b852d9e02644,angry,451.72437041886275,1404.1048641485067,2237.8538928527646,3147.61220716441,0.0008128703850012992,0.003392096979967885,0.04524517131768238,0.05682959191172322,2.2396056731544585,353,54
5e2d7c5d5807b852d9e025ca,angry,588.8281547342833,1398.6713879999381,2183.8451850334186,3115.7032361999422,0.0010492852344015536,0.004063917532087026,0.07220024895325894,0.06459204768781068,3.335600902323127,595,84
5e2d8c945807b852d9e0264a,angry,699.3839861858282,1432.2431822167173,2361.6943154313617,3369.5292060248225,0.00039178702684946823,0.001892653005166297,0.060308640013490754,0.0535263479223031,3.2554803837500947,500,71
5e2d8cbf5807b852d9e0264c,angry,473.7172419027029,1475.1267612929043,2304.1973978135006,3167.367350103214,0.000681192495342902,0.003086039320496827,0.07595563543598596,0.056895262831432605,2.3736606896881858,207,25
5e2d7c755807b852d9e025cb,angry,650.0020740577218,1569.0149811019376,2362.912061555333,3296.8180476441034,0.0013150868455009978,0.004100761516676925,0.06533891996719673,0.06047310933546506,3.0815586507262207,718,87
5e2d8cac5807b852d9e0264b,angry,648.4976476857788,1492.5513878096997,2388.3562683796813,3357.6513693900542,0.0007918516072613097,0.0032218208316151416,0.05527659183493677,0.054178096774527916,3.19060998539601,561,67
5e2d8ccf5807b852d9e0264d,angry,608.8773703887856,1571.8346088490591,2338.8006189100806,3235.9563376637207,0.0010023604729897967,0.003374557959479017,0.05852549108613437,0.05464620823788842,3.224802556223009,339,47
5e2d7c3c5807b852d9e025c9,angry,628.1733349515149,1476.615923394181,2189.2363628712887,3129.75822523493,0.001307017589884473,0.003824723604251077,0.06802629389418893,0.06289831772200839,3.440735517303844,982,138
5e2d8cdf5807b852d9e0264e,angry,553.8867952030583,1700.5679910426188,2425.914322623611,3277.853812464559,0.0016994653347013622,0.004324549273689643,0.05885663446179877,0.05806763772885493,2.9418958255289214,335,49
5e2d8d535807b852d9e02652,angry,675.8854160933186,1471.0520940614444,2381.695985340833,3270.7502976580604,0.0005168965895111936,0.0020157061471141532,0.07201107678499484,0.05761786624665758,2.268840597670622,369,45
5e2d8d665807b852d9e02653,angry,504.42578154837923,1376.2482679824357,2287.614149310583,3218.934582932394,0.0010008746653120608,0.003618871776776734,0.07556024875146891,0.06452391057335935,3.2149080052227803,451,70
5e2d8d955807b852d9e02655,angry,621.3278957773452,1416.5999151718433,2364.6945360079912,3278.1601281758817,0.0003409472082698087,0.0016961656029530012,0.0570572764431057,0.05792639940889664,3.2351119881137866,416,58
5e2d8d7b5807b852d9e02654,angry,591.498258606327,1550.5525893615973,2365.3712185845584,3225.352311892789,0.0007217705885922222,0.002534655792935517,0.06359019054437187,0.05616486224048051,3.347154955104862,549,86
5e2d912b5807b852d9e02674,angry,474.8164980366396,1358.1252483286419,2244.0759689408665,3248.529750599672,0.0014352235923196668,0.004947934111329733,0.07983155579176898,0.04819358296925585,2.789225487470161,412,51
5e2d91185807b852d9e02673,angry,524.5641155535961,1423.1256990445129,2229.9287581352983,3194.277179536355,0.0012185480464163901,0.00432813288131249,0.05968130618756902,0.056403673716627245,2.88295276851219,547,80
5e2d95ad5807b852d9e026bb,angry,479.8247908874577,1238.0500279292567,2065.025927611843,3063.2095077757735,0.0005817882883500297,0.002191251640407214,0.07575782294074988,0.061509452880748515,2.8130130818343977,227,37
5e2d91635807b852d9e02678,angry,495.10975595079765,1424.431606049747,2287.5525487871,3253.0142270304727,0.0008250661552733992,0.0033851774707151297,0.0710910145714274,0.058695680200843106,2.925955020240952,651,101
5e2d956a5807b852d9e026b7,angry,506.6738043688583,1374.2561390914746,2201.1379204694495,3241.426284361565,0.001763996757457826,0.0054262902020316885,0.07077416913890087,0.05742791602076111,2.975063085384881,650,94
5e2d959c5807b852d9e026ba,angry,375.94475180333234,1066.4995542294148,1916.7022645143838,2672.2086814610716,0.0011282787954646765,0.0038772492775578722,0.08160836889790003,0.05510666629571253,2.8589304861728952,463,73
5e2d963f5807b852d9e026c0,angry,559.1851794323246,1226.1291905031858,1982.5049486223818,3090.677483355722,0.000831958993277801,0.004283174704920669,0.051739409580837545,0.05292320032600631,2.6423782839879726,348,55
5e2d95ca5807b852d9e026bc,angry,337.54721203698836,964.0123244719915,1985.346162655193,2928.860251065938,0.0004759545562447382,0.002498927759410669,0.07159340341822745,0.05712412976799304,2.382521538665194,416,66
5e2d96c35807b852d9e026cb,angry,487.20291442184185,1305.1188236529597,2402.301216911197,3280.6048091255757,0.002573835269949679,0.006596074099709988,0.07102912743096053,0.05822506155110058,2.525814419524208,420,65
5e2d96d65807b852d9e026cc,angry,542.0600763583003,1396.6642786127024,2333.2380036298864,3279.2846606709372,0.0011124909396359785,0.004087851142779043,0.07473504832019594,0.0584524302744237,3.090415781786919,378,52
