dur_n_voiced_frames,dur_speaking_rate_proxy,dur_total_sec,dur_voiced_sec,energy_mean,energy_range,energy_std,envmod_bandwidth,envmod_centroid,envmod_dominant_freq,envmod_entropy,envmod_high_rate_energy,envmod_low_rate_energy,error,f0dyn_deriv_energy,f0dyn_mean,f0dyn_range,f0dyn_std,situation,wav_id
123,13.926630434782608,8.832,7.872000000000007,0.005300354222697579,0.024681292412904114,0.004313196882058717,4.10959787570746,2.892783962869086,0.22675736961451246,5.489926284805623,0.35212746649565774,1.7081309865358891,,51.13491671367333,312.6648656641363,1500.3747080143326,245.54800968709907,angry,5e49d4617bef803b4851dd80
37,11.718595352151707,3.157375,2.368000000000002,0.034179383558134636,0.1584550451341885,0.03331932278711854,3.223940380573032,3.0776629949561443,1.910828025477707,4.208750549122543,1.763530734808901,7.485402235298342,,47.87063673320747,226.89278400434333,284.06885072286843,83.21098818872808,angry,5e36cf777995ef170fc0ecdb
106,13.214691994826323,8.021375,6.784000000000006,0.002046452072884784,0.015709821304222674,0.0024460754736743097,2.7732486811862183,2.7364043025077036,0.9987515605493134,5.3580904669505465,0.09393066119836571,0.6833834085076895,,48.45979142488317,226.22437426949094,206.60706074668406,45.17753952898046,angry,5f8c2b2dd338b948c4e69f68
68,14.103860413263853,4.821375,4.352000000000004,0.008651469214706893,0.0433697368914098,0.00883552793699272,2.9305377938788864,1.9890700827304966,0.6237006237006236,4.211673556643016,0.2512591755158295,2.492025438390497,,33.82716872204947,153.27301433995513,118.35191114624261,19.627682870771103,angry,5e40fb219306c7039ddcc959
120,12.389814539963604,9.685375,7.680000000000007,0.0020627587423786417,0.00862796380255853,0.002046299775649154,2.9146409876488732,2.622179578139812,0.9307135470527405,5.705174435331894,0.11128650680137253,0.6704771269140695,,37.687700229936326,239.46587104158075,317.8674351061366,75.60074298959853,angry,5f886f09d338b948c4e69afe
67,15.547498187092096,4.309375,4.288000000000004,0.020240647357886957,0.11705635568418805,0.02309983047707679,3.8410935354994344,2.19017725891513,0.6993006993006993,3.9895672851489503,3.2399539561488853,19.547328232201487,,36.77688217481191,111.54781678837048,119.91278236564659,44.74686469902562,angry,5e3638b7bacf60088a5adbe7
64,9.146287000482324,6.997375,4.096000000000004,0.00193807662268597,0.010276056214145,0.002042710872477711,3.6400881345160485,2.9909289886662735,0.14326647564469913,5.405501321496459,0.08138587421300443,0.34146732210390357,,28.609016861068177,259.8954535711491,202.1976742347098,47.35840703890247,angry,5f886972f8fac448cc0a7200
119,14.602346805736637,8.149375,7.616000000000007,0.011284158649582657,0.14817285805703168,0.024549042998023466,2.208425427897735,1.1226570323593836,0.12300123001230011,3.820526644172263,3.520626805917283,64.9136661815193,,38.04164538095416,98.03950194637433,216.8989862783688,62.91541289284203,angry,5e350b015807b852d9e07421
84,13.125,6.4,5.376000000000005,0.02422425307396164,0.15421622739666796,0.029696976351198192,3.3898016364482175,2.0498493271874136,0.31298904538341155,4.736308830330133,11.927774172264186,96.42010461550358,,47.02023940189433,147.37394622894723,320.08536359450676,94.0991822314573,angry,5e37fa06c8c25f16cd1459c5
60,14.802479415302063,4.053375,3.8400000000000034,0.04910325733669519,0.19241779128273084,0.05077158947423942,3.174617311478931,2.178669045934217,1.4851485148514851,4.139121836731904,10.392147681446195,85.78030652909175,,25.783567215890088,246.85680038519342,170.4098362539409,43.376240923840804,angry,5e396ebf33e9ad176cc9bc11
52,15.046296296296296,3.456,3.328000000000003,0.03613860200958305,0.12813906559745392,0.03209602673905266,2.946768008558053,2.2255751057337836,0.872093023255814,3.9588363887882556,2.958277496767326,18.746742836240237,,59.408304195200984,185.15641635580954,204.16888019875813,49.523063943602196,angry,5e411a8748600202f726fb49
34,9.265883154488161,3.669375,2.176000000000002,0.001871411241036836,0.012055941901941345,0.002597757719139491,3.2653365934930623,2.8158658781960226,0.273972602739726,4.620687650742259,0.04912388567530782,0.23313308511476255,,14.355301307229487,186.01236927573626,172.04784702513638,44.42408556752139,angry,5e4156089306c7039ddcca7f
56,13.962693428495736,4.0106875,3.584000000000003,0.03051516959195093,0.17355811904053953,0.03579331064310786,3.778493961957455,2.5280171400911247,0.25,4.317797674979835,8.690093671610406,48.18649331760848,,40.343926274258195,121.33740436399059,103.58914210463126,36.49633384496337,angry,5e415417189842034d9f72af
69,15.401785714285714,4.48,4.416000000000004,0.0010553543709744583,0.003731133677991746,0.0009729564881662148,3.525096446226644,2.2381433950955367,0.6711409395973155,4.497417990806824,0.004722656769006569,0.03517875660076097,,51.47483077315556,181.00148956818327,207.29647193336302,56.82316254223205,angry,5e4603262a2d173b73a02a5b
106,11.344178082191782,9.344,6.784000000000006,0.002674878179912676,0.01710956350614239,0.0030197842343574117,2.9886082738460695,2.1617946271972004,0.4287245444801715,5.164674794884427,0.20531001807535956,1.443173227075221,,45.40001779820313,251.06770276713596,377.34692369444497,107.51215334282733,angry,5fb33fff0fb0f33aa31ca1b7
60,15.453213785554466,3.8826875,3.8400000000000034,0.03823327172277444,0.16384045569747047,0.04143930058817518,3.8007148960040675,3.1963408870541374,1.5503875968992247,4.720603005082766,12.481304084188436,40.193496623935864,,77.36347601985706,168.89334698134152,215.2753675911423,78.10464550476412,angry,5fb383af75b0a9389bf39766
59,14.710694862165152,4.0106875,3.7760000000000034,0.03609458357070223,0.2351413963556244,0.048485273322404814,2.483712353890616,1.6520353770628073,0.75,3.7282170669759838,9.281001790886817,85.57465769185872,,50.25131888799739,173.53907809512071,212.05613042340593,67.65598419384358,angry,5e495785963e443aee02b53a
54,15.066964285714285,3.584,3.456000000000003,0.03853273870097182,0.3324169699181171,0.06909059205327693,2.2272464426742973,1.3292897357240665,0.2801120448179272,3.105903388359569,3.6702483351780537,78.12162657735212,,37.66588125201731,168.14052066819426,272.17828420926253,107.45184348057322,angry,5fbb6e50576e9378b67acbb4
64,11.627906976744187,5.504,4.096000000000004,0.0018008258512191423,0.009995963297677433,0.0020894241378825655,4.094913028651177,2.6912047120194553,0.18214936247723132,4.7602675449217875,0.023894360449247334,0.16787603230505485,,25.067803750098232,125.42163385813683,84.04123711867021,18.44746607637017,angry,5e3629138661d6073410fa76
104,15.525429421808376,6.6986875,6.656000000000006,0.006212118875723134,0.035380983764990374,0.008189223810567286,2.116705692837996,1.0732287697503977,0.14970059880239522,3.894904951228869,0.2399913134180618,7.975321209510517,,25.42988828128816,98.85729675684661,96.90845090664698,39.24054696249546,angry,5e395fc2ee8206179943d42d
78,9.989754098360656,7.808,4.992000000000004,0.002424188082236113,0.012032855737518534,0.0024017054732063357,3.5014949272915494,3.1692494774727464,0.6418485237483953,5.48615078787363,0.15823174269134793,0.4450116559163445,,42.33662196306257,455.97263289474944,1429.9229176790661,439.31108566891106,angry,5f812169d338b948c4e68fa6
77,14.55387414206566,5.2906875,4.928000000000004,0.002856044440958922,0.00975095964408109,0.0024305525899103765,3.6542402127164504,2.7547692634781065,0.946969696969697,4.7527095130258745,0.060365990719424924,0.25702982508203887,,74.12743098340647,205.30582697930961,258.816901813294,78.4360745228248,angry,5e49400ec38c123b9ec6dab2
47,15.514751392613988,3.029375,3.0080000000000027,0.02064066270578305,0.08053982459608588,0.02228790172229876,3.583953960746629,2.0999160092459426,0.3322259136212624,3.747976525190766,1.355635762351656,10.830827228214005,,69.39131343321509,189.34197734283245,258.816901813294,91.01916451016517,angry,5e37e8c3ee8206179943cbc3
79,11.087135764784309,7.125375,5.0560000000000045,0.000987931454783978,0.005607156694359762,0.0012679050789534273,3.5254270783467927,1.875544294586544,0.14064697609001406,4.479933464059405,0.028309715471256356,0.23978519943492588,,40.381524646391696,140.1418406221388,167.97550689710764,59.98609231562287,angry,5f6afde1111dfd48d40fcf96
66,14.322916666666668,4.608,4.224000000000004,0.06488644853247846,0.2553534647928273,0.06561164303709147,3.9176892762795235,2.9073396562092517,0.2178649237472767,4.652620277214884,33.46513874293116,139.79444372918695,,47.41372763924734,226.9940328468271,320.08536359450676,107.82254892568069,angry,5fbe0d164c55eb78bd7ced34
168,14.529494116311628,11.5626875,10.75200000000001,0.06295137632033009,0.2878813371855297,0.057082869330131764,3.4770522853082135,2.8139972219973504,1.1255411255411254,5.970201067988076,106.93697150978656,530.5752364811937,,55.72843246530905,185.9763274466362,230.23115155842805,73.3183651799349,angry,5e317c1c5807b852d9e0341a
59,11.428156362359722,5.1626875,3.7760000000000034,0.036817272199333534,0.17734477876369853,0.042559518340592635,3.2494796818029874,2.3140998118950002,0.3883495145631068,4.486293078001004,10.73029554187381,78.23778449144598,,26.061499609222594,192.52300681662516,242.41302436705854,44.96826420425553,angry,5e4811be963e443aee02b275
86,9.507621298177245,9.045375,5.504000000000005,0.0030811211148443667,0.015488380777783054,0.0033560879252638575,3.347838078926449,3.2402768958378205,0.6644518272425249,5.736866547761139,0.27810130766555985,0.9673788425701803,,31.013346290488915,390.16188696965054,1412.46554087119,309.7189914475144,angry,5f633e9c2e23c7161accd578
29,9.995260867692043,2.901375,1.8560000000000016,0.0011579443943479728,0.01038958986770054,0.0017050122594501078,3.9282479124695686,4.04369997481898,0.3460207612456747,4.542172066071679,0.020526041419029032,0.0379181667931572,,52.73281798847804,144.5427872554237,188.68505062349345,68.90193056405086,angry,5e3cb2057995ef170fc0fe95
220,14.16550297596291,15.5306875,14.080000000000013,0.0008439079712949226,0.0059679785441262906,0.0008644423056593378,3.561069553660545,2.758152026710716,0.32216494845360827,6.275909299687327,0.07796828591903116,0.32498564882410996,,45.39104302940934,187.90881281698498,560.5730187627006,80.51919207680334,angry,5e39641fc8c25f16cd14611e
41,7.3917991594082055,5.5466875,2.6240000000000023,0.045934753482544714,0.3104544107232344,0.06727529903472129,2.3181095638786724,1.3804357027595908,0.5424954792043399,3.6793419705155532,18.598663977984284,354.37424828332547,,11.143918252642543,133.7979597168464,91.7182722780606,24.38971730707628,angry,5e32eb8a5807b852d9e04497
107,15.576380675097807,6.869375,6.848000000000006,0.038760360224974935,0.22803311385782096,0.05083668952887734,3.2432599306693013,2.316730123165565,1.021897810218978,5.030708166809861,30.000857924929317,216.84031485863855,,54.93788641640554,154.0430997756138,196.5061646776419,67.09981206282447,angry,5e29b3a75807b852d9e01cae
90,12.861966094428269,6.997375,5.760000000000005,0.0031028358599256936,0.015929796017586755,0.003108092348297871,3.43055483473278,3.233615370705627,1.002865329512894,5.198000998359408,0.21053147037898792,0.7637458043408214,,44.90558951411387,261.8092101766024,523.0877925432582,77.92329267777355,angry,5f6ac2c6111dfd48d40fcf55
41,9.065406354075979,4.5226875,2.6240000000000023,0.06435132428546922,0.18791214278953067,0.035826179546546794,3.986324944292357,3.6144721529794355,1.5521064301552108,5.032798040873835,12.057505028822408,41.59775628867446,,34.9530869161829,108.7769236853443,134.6819601765442,36.2129177139912,angry,5f63825b2e23c7161accd5ee
119,14.83536176777672,8.021375,7.616000000000007,0.015250598521445396,0.0740511004859719,0.017135098703802306,3.46765668806694,2.9101033320103658,1.1235955056179776,5.293066988336398,7.052972783469081,34.01426594224296,,29.897448417465316,100.02349939783457,77.58724736030138,20.470054124162804,angry,5e453f50c38c123b9ec6d46f
70,13.230794674605145,5.2906875,4.480000000000004,0.0021423301201306407,0.014508886656552198,0.002337176599594364,3.4075070121520987,3.386822805705246,0.7575757575757576,5.281888136038398,0.06846588827002424,0.22126136021631984,,39.462752333409334,527.610890295354,1371.4209666897077,496.63306316035465,angry,5f85c3d5d338b948c4e69658
46,15.401678280703958,2.9866875,2.9440000000000026,0.055189195012714895,0.14336298521402419,0.04219704331535957,4.191438606689854,2.9243111728607296,0.33670033670033667,4.1540029676174095,5.632404507420516,27.450053787435355,,34.75541420032873,191.8624374521867,165.38254311525782,40.124366699099724,angry,5e4107019329cb02ef38a5e2
106,13.802083333333334,7.68,6.784000000000006,0.012881818764251414,0.07978671221010207,0.016705883700814796,2.5869649920113074,1.653171553627958,0.5215123859191656,4.665572656589029,2.3316024200684806,32.01915754676179,,39.373483087985925,181.25917826657644,212.52492027276162,62.70858116042669,angry,5f6a39b3f8fac448cc0a5d0b
33,16.11328125,2.048,2.112000000000001,0.006968192225143405,0.026095206429679423,0.006234969121963348,4.2999950638367626,5.248473859800806,2.955665024630542,4.330709045097972,0.07540261418970028,0.11561849369559861,,43.817957822499906,157.5030987061746,134.33268480704808,42.39569812748466,angry,5e424c090b3f160367c2090f
147,14.723557692307692,9.984,9.408000000000008,0.04569622191430724,0.2730786453080896,0.05125609125763958,3.911408097848652,3.669547343494287,0.20060180541624872,6.1636239904636305,146.3103027115016,375.7901518672506,,50.90352942963216,154.3798826153712,364.75416544019015,68.99194516256647,angry,5e514bf87bef803b4851de40
80,11.574074074074074,6.912,5.1200000000000045,0.004102209558000477,0.026481024954728132,0.00525738081908569,3.2094672231265107,2.678087616072791,0.2898550724637681,5.163446020330364,0.3940819275700699,1.9568037125771804,,35.367896835975486,213.5782340925827,298.47218288654506,105.77532922899327,angry,5f90cd7e111dfd48d40ff00a
44,10.312449646241962,4.2666875,2.8160000000000025,0.0013064367572012345,0.005972253790771274,0.0013056578113980382,4.154652473474913,2.7759465235074714,0.47058823529411764,4.495524932932706,0.012643636469299125,0.05464578240211251,,34.423812683969714,168.1657772904641,157.45470667747657,37.808914117174304,angry,5e2fe6315807b852d9e02be9
145,12.094041599332742,11.989375,9.280000000000008,0.024176728634370138,0.18791612461444115,0.03400540315409428,3.195809301179231,2.3232906371100683,0.3341687552213868,5.455666284666611,39.68931221456253,286.475638901462,,35.29993327795185,125.52116854007342,136.6488190383855,34.009626405627806,angry,5e40d17d189842034d9f7091
104,9.521466214244434,10.9226875,6.656000000000006,0.014432270333248558,0.10643763513657539,0.02337139819520665,3.1097990244608753,2.106579735825684,0.18331805682859761,5.427395146489203,14.773907802278062,132.15454188717734,,41.266564951158806,137.26382134061157,379.90941335495313,76.97050158208691,angry,5e3952c17995ef170fc0fce6
99,14.59316037735849,6.784,6.336000000000006,0.013168948742714738,0.045173007662476526,0.011644384280094951,4.159947975198569,3.6096581032675745,0.14771048744460855,5.463231175850649,3.9197764508333255,9.81237550306459,,33.22284548938512,153.98970220869333,140.41700835867846,39.707167732479,angry,5f5c1d462e23c7161acccfac
45,13.350392167769929,3.3706875,2.8800000000000026,0.004668898547444337,0.018674367657886364,0.00463665764274225,4.046335216990871,4.019181237578037,4.166666666666667,4.630101414149476,0.09568835207577814,0.38408585991491706,,63.46868016888176,203.89313570840434,309.1227308028132,65.25037096269985,angry,5e453b8e8849ac3aacea4e56
63,14.062499999999998,4.48,4.032000000000004,0.0008146929757130546,0.0031590226263811068,0.0006178613711493256,3.7180529065341177,3.2276091811133902,0.6711409395973155,4.818223370143865,0.003884182228590465,0.014084684658094995,,16.682150777879162,127.45090987407617,51.68841926955767,14.502288275047192,angry,5fba1e9b4c55eb78bd7ce1f0
12,2.653289664607603,4.5226875,0.7680000000000007,0.0008890134439820622,0.004290381368210334,0.0009899093473899041,3.1630800320517762,2.1988370823956584,0.22172949002217296,4.3848403466774295,0.005160991542301632,0.0407844314825469,,8.783418326596992,197.15432603532065,93.60904730547375,29.484941576145797,angry,5fba3e0344697678c497b442
71,15.266560051605273,4.6506875,4.544000000000004,0.039316226814085024,0.09785776643726421,0.02584095226080585,3.714171840765633,2.937952622354962,0.21551724137931036,4.643508777474459,4.887638183789449,25.297609876645588,,39.22060019429449,212.78104942726443,245.98499165172495,73.6714363247815,angry,5e379ddf33e9ad176cc9af6d
53,12.060015643888217,4.3946875,3.392000000000003,0.0017765667171060933,0.007916077993149783,0.0017200637465510295,3.502236853468433,3.4396544515880563,1.3698630136986303,4.848225065540577,0.023604963556565675,0.10691747231970013,,39.666289491945584,171.37018262426898,158.39030635967868,30.034610753524976,angry,5f707f9b111dfd48d40fd3ad
40,10.19010922523326,3.925375,2.5600000000000023,0.006560964094331482,0.04395164326667783,0.01027950451660676,3.31096479411846,2.0575271986357317,0.7672634271099745,3.8551393275294394,0.3566657851437142,3.1505569663633386,,47.19094829359697,153.8574580020921,157.45470667747657,52.14805477500838,angry,5e40b8d79329cb02ef38a455
63,15.542603386067167,4.053375,4.032000000000004,0.039737219212716085,0.18056546849131705,0.04626041273548264,3.702095399438485,2.8091235333351148,0.24752475247524752,4.372273321369357,21.540649091114812,85.13820983499909,,44.96501443968974,158.30338214476544,240.64245563373828,84.32405229646,angry,5e47cc637bef803b4851d8fe
63,13.423176285721896,4.693375,4.032000000000004,0.02680017545243672,0.17763353556866363,0.043613971855543734,3.3829284366465164,2.252882266943293,0.2136752136752137,4.0686601503407465,9.197856731938344,67.08462297281785,,48.07754008758445,134.29300586482205,294.2973487916218,84.19575075896815,angry,5fbca26acb503578af9ee82c
94,14.032599669711416,6.6986875,6.016000000000005,0.03930832308027549,0.14355445244533008,0.0436359880875567,2.8910872741290428,1.9592208447201738,0.29940119760479045,4.462043626782789,22.65842528422595,143.25095957087404,,36.29410304636974,169.2462717218802,261.0009281390904,88.0784636912232,angry,5e34d1085807b852d9e068d7
68,15.324375334516464,4.437375,4.352000000000004,0.03664425480808277,0.1765250140801761,0.044379227527532476,4.004335206806027,3.6706994168259257,1.1312217194570136,5.026905101740801,27.45803611311805,57.709588452409115,,64.71268165490126,391.0437666906305,1610.9908625219678,422.3840276405753,angry,5e4217759306c7039ddccb4f
161,15.528549382716049,10.368,10.30400000000001,0.042781484239138044,0.20745786810089187,0.04050217906350357,4.1059558955557725,2.47232489211225,0.3864734299516908,5.404716999521758,49.05739350309069,284.0962404403441,,56.35265303129147,148.01824740413264,274.1315381390467,61.327135157072725,angry,5e363fe98661d6073410fe64
80,13.111798569994468,6.101375,5.1200000000000045,0.029826527546686424,0.13836819190676267,0.033722978345990764,3.365409215280841,2.1899940025259754,0.4926108374384236,4.466627279265382,12.578555133234982,80.70313106319027,,44.01256580188111,215.74093385029883,431.5176340334165,116.07147304967651,angry,5e529a0ef2fe7a3b1d5450d5
53,15.14853784454885,3.4986875,3.392000000000003,0.02082869764844022,0.12004960426730174,0.027450388979256567,3.6898706941630537,2.638758360326363,0.28735632183908044,4.2217406056693,2.330985889154974,15.79243752454762,,54.357885636794016,108.56808346699738,119.91278236564659,40.88721517671511,angry,5e3664c205fef317e874b506
90,11.850388840883841,7.5946875,5.760000000000005,0.013743044717392914,0.06890958537448474,0.017592261680924266,2.927124933181275,1.7391707367904436,0.2638522427440633,4.425186406236205,4.572043361237238,39.36297417080852,,53.763257965203096,153.94755331548575,172.04784702513638,57.678524264113264,angry,5e42bf8b48600202f726ff6a
69,14.185855263157896,4.864,4.416000000000004,0.07235623435286655,0.25264223221297194,0.06259412025351872,3.696923679210295,3.215981547852488,1.443298969072165,4.945586315871883,37.78981901425989,136.66511834812857,,54.78026410811426,197.76482691560622,268.30546129938955,81.29946284383719,angry,5e5330268849ac3aacea570c
67,15.24568015359454,4.3946875,4.288000000000004,0.013503714287338557,0.09315656694076896,0.020793326067116414,2.870604859726161,1.7142918779257572,0.22831050228310504,4.019175634705861,1.6230653445117413,28.85098892239602,,44.60817980911521,86.24060099517203,146.18562305262122,29.443875540541324,angry,5e377a76ee8206179943c571
38,13.701717221796546,2.773375,2.432000000000002,0.07244415311641186,0.33767579030908174,0.0920173824154912,2.9601996098313546,2.5457556994044928,0.3623188405797101,3.6552475895452656,11.242051110415238,57.89388748413477,,78.72817061633634,170.8719463284027,228.53074524959408,74.95280616641094,angry,5e33cfd35807b852d9e058ce
66,8.690285149981484,7.5946875,4.224000000000004,0.0020540209239238508,0.010032221630323142,0.0023626537675650056,3.1452544990757993,2.3442658952659814,0.2638522427440633,4.970644030357477,0.11168717258836301,0.5774753184296272,,26.391943156716632,270.5208673263799,179.6244197780427,51.73161514437686,angry,5f66c741d338b948c4e681e0
95,12.100851040115913,7.8506875,6.080000000000005,0.02191135318525406,0.22899427216522614,0.03352796419094224,3.4443563652780917,3.5639165775736124,0.38265306122448983,5.784711884026988,46.87361519032809,134.35086238229525,,41.26320737982835,292.6248643766442,1553.2716375019652,466.50572808488255,angry,5fbca75e576e9378b67acf8e
86,13.900815258569308,6.1866875,5.504000000000005,0.001981088627485648,0.011117081278403091,0.0023360420887878477,3.3180709199326475,2.061991650016288,0.1620745542949757,4.3501702622686915,0.025383826211862078,0.21422429715627408,,44.551693472797695,180.66180311802228,331.3692260464981,102.22413073876682,angry,5fb9c71844697678c497b108
82,15.625,5.248,5.248000000000005,0.015810355858290576,0.08407363596650219,0.02057895421850286,3.780544695143122,2.6933140932088113,0.3824091778202677,4.45219010140128,4.3897561248704635,23.759015239118757,,40.05243353849034,111.33713388326134,115.68936857950385,38.90709111441829,angry,5e41317c0b3f160367c2075c
60,9.903134961161143,6.0586875,3.8400000000000034,0.0719600433386187,0.40127336639064287,0.06884106820099294,3.812553512119688,3.7799149447742506,1.6556291390728477,5.414682575011926,90.6253748826064,225.213597352769,,32.56954762014435,643.5073716120966,1714.637653419813,704.6807295126133,angry,5fbdc3e744697678c497bdad
82,13.254265711659107,6.1866875,5.248000000000005,0.04741603515189258,0.17427602045874474,0.04021245558132566,3.317882699546711,2.4361047571228793,0.3241491085899514,4.759242130855643,19.730008266653844,91.87854283041641,,39.32538494253945,120.01533213776855,135.5126390517109,28.430996420651624,angry,5e42ad789306c7039ddccd21
67,14.675683815677791,4.565375,4.288000000000004,0.024860332288571766,0.09395782172656425,0.021918956259386207,3.8108205896181007,2.817240570934583,0.6593406593406593,4.40820056022331,3.168855901320329,20.388379904128527,,59.07948606255389,212.9542640451969,288.1248353951036,71.53515093262291,angry,5e53017af2fe7a3b1d5450e6
32,8.620689655172413,3.712,2.048000000000002,0.0006448358893968282,0.004072317462522434,0.0010287515873781208,2.6013423663202295,1.7154052767506116,0.27027027027027023,3.783026869769242,0.0034618368522728433,0.04105987621724989,,33.71247148544004,155.05601423613024,165.29955496661373,56.956788917189115,angry,5e338c055807b852d9e04e58
35,14.391447368421053,2.432,2.240000000000002,0.0014880835147220036,0.008232424866127522,0.0017828213927831072,3.6908228991342935,2.4833837254286784,0.4132231404958678,3.4800725200818943,0.007411680075221256,0.03662873018463572,,48.96354576349175,408.07828117624456,1644.1158543384438,488.7359366385167,angry,5e338cb95807b852d9e04e75
35,12.620002704286293,2.773375,2.240000000000002,0.0012085972306190896,0.005250591109891514,0.0014875555667334206,3.3952522959761273,3.153961121211493,0.3623188405797101,3.556358442397947,0.0033808036801179463,0.018574005506121354,,40.318823305225834,155.7762860979389,180.40732129724032,51.22929326583782,angry,5e46025b963e443aee02b06e
76,15.355474176032327,4.949375,4.864000000000004,0.0167944045461002,0.0531526295390965,0.012986977723471198,4.514899881023049,3.153613382836396,0.20283975659229211,4.930793990310826,1.714210159133025,6.038742624809309,,54.056247761733516,183.7901668427329,247.7865093813503,80.01466700925974,angry,5e3551ed5807b852d9e07fbd
104,12.965358183603184,8.021375,6.656000000000006,0.03317643576765978,0.3487335913958764,0.05476560273117915,3.8846651782797332,2.672572027848182,0.37453183520599254,5.206729996589514,83.87012452110932,421.799730651109,,52.72154396370296,202.48939757656947,482.7477386965147,162.4650632323111,angry,5fbc69cb4c55eb78bd7ce7a4
102,13.980263157894736,7.296,6.528000000000006,0.02506628885820071,0.14112444514399938,0.02974270324819997,3.6342299167930663,2.4075361153679116,0.5494505494505494,5.024492074556131,16.07406879106687,80.25272876228924,,60.76090936199625,161.27153700209644,206.1731278001642,55.49282135361164,angry,5f6bd58cf8fac448cc0a5e57
78,8.74696869874823,8.917375,4.992000000000004,0.003087013932993961,0.021976459442000707,0.004177200537763617,3.322080117858111,2.603447943450269,0.5617977528089888,5.305821642273994,0.7904367906601995,3.19566820608759,,39.35525144037728,275.7777464404567,344.65672489443034,75.27134379533236,angry,5e42679f0b3f160367c20960
55,6.820436507936508,8.064,3.520000000000003,0.007388314590678881,0.035587976961311565,0.00879053911038663,3.0801285154445064,2.31173734029662,0.6211180124223602,5.041398906700569,1.4762407936574686,7.986874340633385,,28.66280729804095,155.01878768512287,183.25881701670832,43.25159449498554,angry,5e43f4be48600202f72701b5
73,13.797828732088222,5.2906875,4.672000000000004,0.03568878131660746,0.20201310976574238,0.04353633120611445,3.2327731033730718,2.656341364661955,0.7575757575757576,4.688171602303481,16.15666292980424,81.45422776782763,,55.045377362487564,134.80270713572332,177.33672827642772,41.33279084991447,angry,5e45707f8849ac3aacea4efd
