error,fft_resolution_hz,h1_peak_bin_index,h1_welch_dominant_freq,h1_zero_pad_freq_std,h3_peak_bin_index,h3_welch_dominant_freq,h3_zero_pad_freq_std,n_valid_envelope_frames,relative_hmc,situation,track_full_continuity_ratio,track_h1_valid_ratio,track_h5_valid_ratio,track_overall_valid_ratio,utterance_duration_sec,wav_id
,0.19054878048780488,4,0.7662835249042139,0.03918163554195743,10,0.7662835249042139,0.010349251957271021,306,-0.23874962632686678,angry,0.5850860420650096,0.5850860420650096,0.5850860420650096,0.5850860420650096,5.248,5fbb34ba44697678c497b5a1
,0.12466690561156908,2,1.0025062656641817,0.0,10,1.0025062656641817,0.027131121672445368,648,-0.2463615828081524,angry,0.818295739348371,0.818295739348371,0.818295739348371,0.818295739348371,8.021375,5f8c2b2dd338b948c4e69f68
,0.3167187933013975,6,0.6410256410256404,0.03321939894186086,2,0.6410256410256404,0.06567947239885813,212,-0.23821400092758477,angry,0.6955128205128205,0.6955128205128205,0.6955128205128205,0.6955128205128205,3.157375,5e36cf777995ef170fc0ecdb
,0.1032484544996967,12,1.2448132780083254,0.019158289453043195,12,1.2448132780083254,0.012953367875647936,727,-0.24131261988125866,angry,0.7533678756476684,0.7533678756476684,0.7533678756476684,0.7533678756476684,9.685375,5f886f09d338b948c4e69afe
,0.20740971195976252,1,1.673640167364015,0.011323553919775598,5,4.184100418410038,0.021682954957867425,422,-0.24400571914546615,angry,0.8828451882845189,0.8828451882845189,0.8828451882845189,0.8828451882845189,4.821375,5e40fb219306c7039ddcc959
,0.1227087966868625,1,0.24691358024691884,0.015413070283600817,1,0.24691358024691884,0.015413070283600817,739,-0.2485170515220904,angry,0.9112207151664612,0.9112207151664612,0.9112207151664612,0.9112207151664612,8.149375,5e350b015807b852d9e07421
,0.14291073438253632,1,1.436781609195403,0.0,15,2.011494252873564,0.01795977011494254,398,-0.24305684425626045,angry,0.5718390804597702,0.5718390804597702,0.5718390804597702,0.5718390804597702,6.997375,5f886972f8fac448cc0a7200
,0.15625,2,0.6269592476489022,0.028932315058194494,4,0.6269592476489022,0.008470514512758572,503,-0.22754146230949246,angry,0.7871674491392802,0.7871674491392802,0.7871674491392802,0.7871674491392802,6.4,5e37fa06c8c25f16cd1459c5
,0.2320522117476432,3,0.469483568075117,0.012676015863355332,3,0.469483568075117,0.029274004683840726,412,-0.2438447089175435,angry,0.9648711943793911,0.9648711943793911,0.9648711943793911,0.9648711943793911,4.309375,5e3638b7bacf60088a5adbe7
,0.2467079902550344,3,0.9950248756218898,0.0509751129065765,4,0.9950248756218898,0.045989426174592764,355,-0.2346866810163804,angry,0.8880597014925373,0.8880597014925373,0.8880597014925373,0.8880597014925373,4.053375,5e396ebf33e9ad176cc9bc11
,0.28935185185185186,3,1.1627906976744176,0.03012922229610643,3,0.5813953488372088,0.0513885742141386,319,-0.23868642667508544,angry,0.9273255813953488,0.9273255813953488,0.9273255813953488,0.9273255813953488,3.456,5e411a8748600202f726fb49
,0.10702054794520549,3,0.21459227467811617,0.023205396671609237,4,0.8583690987124647,0.01339764201500565,646,-0.2376649665621712,angry,0.692390139335477,0.692390139335477,0.692390139335477,0.692390139335477,9.344,5fb33fff0fb0f33aa31ca1b7
,0.27252597513200477,1,1.1049723756906067,0.03443526170798894,7,1.65745856353591,0.0,198,-0.24513423084901925,angry,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5454545454545454,3.669375,5e4156089306c7039ddcca7f
,0.2232142857142857,3,0.4484304932735422,0.041359618170439115,4,2.690582959641253,0.012108856316896503,419,-0.24618126367798032,angry,0.9373601789709173,0.9373601789709173,0.9373601789709173,0.9373601789709173,4.48,5e4603262a2d173b73a02a5b
,0.24933381122313816,3,0.5076142131979691,0.04680442866376274,3,0.5076142131979691,0.013702933604184132,337,-0.2456451119598381,angry,0.8531645569620253,0.8531645569620253,0.8531645569620253,0.8531645569620253,4.0106875,5e415417189842034d9f72af
,0.12807377049180327,1,0.2570694087403654,0.016046213093710224,2,0.5141388174807308,0.13896428173691547,462,-0.247052565780715,angry,0.5994865211810013,0.5994865211810013,0.5994865211810013,0.5994865211810013,7.808,5f812169d338b948c4e68fa6
,0.14928297520969594,1,0.3012048192771082,0.02784299596714802,1,0.6024096385542164,0.00815159453863364,649,-0.2446689315006722,angry,0.9774096385542169,0.9774096385542169,0.9774096385542169,0.9774096385542169,6.6986875,5e395fc2ee8206179943d42d
,0.25755356309257443,6,1.57068062827225,0.014169263805373655,8,2.0942408376963333,1.1452879581151822,367,-0.24542108183050676,angry,0.9607329842931938,0.9607329842931938,0.9607329842931938,0.9607329842931938,3.8826875,5fb383af75b0a9389bf39766
,0.18168604651162792,7,1.4598540145985388,0.018878784098106775,1,1.4598540145985388,0.009859123449276391,390,-0.24139405361955305,angry,0.7103825136612022,0.7103825136612022,0.7103825136612022,0.7103825136612022,5.504,5e3629138661d6073410fa76
,0.24933381122313816,2,0.5076142131979691,0.05481173441673658,3,1.0152284263959381,0.026239120176862297,357,-0.2471194770930107,angry,0.9037974683544304,0.9037974683544304,0.9037974683544304,0.9037974683544304,4.0106875,5e495785963e443aee02b53a
,0.27901785714285715,1,0.5617977528089882,0.0,1,1.1235955056179765,0.0,337,-0.2350009597637142,angry,0.9439775910364145,0.9439775910364145,0.9439775910364145,0.9439775910364145,3.584,5fbb6e50576e9378b67acbb4
,0.1890113524943592,5,0.7662835249042139,0.03380051535308542,4,0.7662835249042139,0.03380051535308542,479,-0.2346043189221628,angry,0.9158699808795411,0.9158699808795411,0.9158699808795411,0.9158699808795411,5.2906875,5e49400ec38c123b9ec6dab2
,0.08648508402566446,13,0.6956521739130583,0.00901256736509642,13,1.0434782608695876,0.1961610230790688,1035,-0.24424924992490077,angry,0.9,0.9,0.9,0.9,11.5626875,5e317c1c5807b852d9e0341a
,0.1105537360253168,7,0.6666666666666808,0.026641043798102015,1,0.22222222222222696,0.0196200549718802,521,-0.24819604695846015,angry,0.5782463928967814,0.5782463928967814,0.5782463928967814,0.5782463928967814,9.045375,5f633e9c2e23c7161accd578
,0.3301010934598721,1,0.6711409395973148,0.0,3,1.3422818791946296,0.041806020066889604,285,-0.24031187551864547,angry,0.9531772575250836,0.9531772575250836,0.9531772575250836,0.9531772575250836,3.029375,5e37e8c3ee8206179943cbc3
,0.14034349069347227,1,0.8474576271186456,0.007634215477648448,5,0.8474576271186456,0.007634215477648473,480,-0.23485370914059928,angry,0.6770098730606487,0.6770098730606487,0.6770098730606487,0.6770098730606487,7.125375,5f6afde1111dfd48d40fcf96
,0.2170138888888889,1,0.4366812227074232,0.04027832096336881,5,0.8733624454148464,0.03851344124109729,393,-0.24757197741975254,angry,0.8627450980392157,0.8627450980392157,0.8627450980392157,0.8627450980392157,4.608,5fbe0d164c55eb78bd7ced34
,0.0643886498907405,5,0.2587322121604195,0.011427064983622547,15,0.7761966364812585,0.008080155138978806,1365,-0.24635987809290114,angry,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.8823529411764706,15.5306875,5e39641fc8c25f16cd14611e
,0.1936975654637241,2,0.39215686274509765,0.010592287228283238,1,1.5686274509803906,0.02028268585099924,365,-0.24322364785059172,angry,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,5.1626875,5e4811be963e443aee02b275
,0.1455736511691384,3,0.29325513196480935,0.007924829829652605,3,0.29325513196480935,0.030002921505774143,670,-0.24358731415997953,angry,0.9809663250366032,0.9809663250366032,0.9809663250366032,0.9809663250366032,6.869375,5e29b3a75807b852d9e01cae
,0.12466690561156908,10,1.253132832080227,0.027131121672445368,9,1.253132832080227,0.02215246808228585,739,-0.2455969564382407,angry,0.9260651629072681,0.9260651629072681,0.9260651629072681,0.9260651629072681,8.021375,5e453f50c38c123b9ec6d46f
,0.34466416785144977,2,0.6993006993006987,0.0757015213098285,2,0.6993006993006987,0.07165033352602704,164,-0.24640368447485939,angry,0.5734265734265734,0.5734265734265734,0.5734265734265734,0.5734265734265734,2.901375,5e3cb2057995ef170fc0fe95
,0.1802877843758099,1,0.3649635036496347,0.018878784098106775,1,0.3649635036496347,0.018878784098106775,235,-0.24762842605461044,angry,0.42805100182149364,0.42805100182149364,0.42805100182149364,0.42805100182149364,5.5466875,5e32eb8a5807b852d9e04497
,0.14291073438253632,1,0.8620689655172418,0.025398950473654737,7,1.1494252873563224,0.02656285822153206,559,-0.24666245633970715,angry,0.8031609195402298,0.8031609195402298,0.8031609195402298,0.8031609195402298,6.997375,5f6ac2c6111dfd48d40fcf55
,0.2211074720506336,1,0.8968609865470843,0.03954735912676437,2,0.4484304932735422,0.04843542526758601,243,-0.24173416214855625,angry,0.5436241610738255,0.5436241610738255,0.5436241610738255,0.5436241610738255,4.5226875,5f63825b2e23c7161accd5ee
,0.1890113524943592,1,0.38314176245210696,0.03918163554195742,9,1.9157088122605348,0.0,429,-0.2415312962090692,angry,0.8202676864244742,0.8202676864244742,0.8202676864244742,0.8202676864244742,5.2906875,5f85c3d5d338b948c4e69658
,0.13020833333333334,2,0.2610966057441309,0.0,4,0.5221932114882618,0.02413544297935601,640,-0.24504658873210117,angry,0.835509138381201,0.835509138381201,0.835509138381201,0.835509138381201,7.68,5f6a39b3f8fac448cc0a5d0b
,0.33481909305878166,1,2.0547945205479436,0.018473238135333577,5,2.0547945205479436,0.03537355791761302,279,-0.2445045650567302,angry,0.9522184300341296,0.9522184300341296,0.9522184300341296,0.9522184300341296,2.9866875,5e4107019329cb02ef38a5e2
,0.10016025641025642,4,0.2008032128514099,0.020553656357516742,2,0.2008032128514099,0.0,908,-0.24043093757968817,angry,0.9107321965897693,0.9107321965897693,0.9107321965897693,0.9107321965897693,9.984,5e514bf87bef803b4851de40
,0.08340718344367408,4,0.33500837520938737,0.0,4,0.33500837520938737,0.0,888,-0.2446727346371599,angry,0.7430962343096235,0.7430962343096235,0.7430962343096235,0.7430962343096235,11.989375,5e40d17d189842034d9f7091
,0.09155255975235033,3,0.1841620626151052,0.004984032019938163,1,0.1841620626151052,0.06164907137899691,632,-0.2392359422822873,angry,0.58195211786372,0.58195211786372,0.58195211786372,0.58195211786372,10.9226875,5e3952c17995ef170fc0fce6
,0.14467592592592593,1,0.2898550724637682,0.025619810912556076,6,0.5797101449275364,0.007844433005293815,477,-0.240858777821718,angry,0.6927536231884058,0.6927536231884058,0.6927536231884058,0.6927536231884058,6.912,5f90cd7e111dfd48d40ff00a
,0.48828125,4,1.9801980198019784,0.0,6,1.9801980198019784,0.7558795380043659,202,-0.24740983840954858,angry,0.9950738916256158,0.9950738916256158,0.9950738916256158,0.9950738916256158,2.048,5e424c090b3f160367c2090f
,0.23437385559640825,1,0.4761904761904758,0.04867457336922502,1,0.9523809523809516,0.01285667167138418,261,-0.2471109883753772,angry,0.6199524940617577,0.6199524940617577,0.6199524940617577,0.6199524940617577,4.2666875,5e2fe6315807b852d9e02be9
,0.1474056603773585,1,2.662721893491124,0.01846381093057607,7,1.1834319526627217,0.027308344641338658,611,-0.24908889664128178,angry,0.9025110782865583,0.9025110782865583,0.9025110782865583,0.9025110782865583,6.784,5f5c1d462e23c7161acccfac
,0.2232142857142857,3,0.4484304932735422,0.041359618170439115,3,0.4484304932735422,0.041359618170439115,383,-0.24148340303264892,angry,0.8568232662192393,0.8568232662192393,0.8568232662192393,0.8568232662192393,4.48,5fba1e9b4c55eb78bd7ce1f0
,0.2966753815059984,13,0.6060606060606055,0.016352443424932833,14,1.212121212121211,0.06190935162671822,274,-0.24019189695764614,angry,0.8277945619335347,0.8277945619335347,0.8277945619335347,0.8277945619335347,3.3706875,5e453b8e8849ac3aacea4e56
,0.2211074720506336,1,0.8968609865470843,0.012108856316896491,1,0.4484304932735422,0.02318669456344657,70,-0.2425468567486142,angry,0.15659955257270694,0.15659955257270694,0.15659955257270694,0.15659955257270694,4.5226875,5fba3e0344697678c497b442
,0.21502197255782074,1,0.4366812227074232,0.04716913963967526,1,2.620087336244539,0.0,438,-0.22673790295578206,angry,0.954248366013072,0.954248366013072,0.954248366013072,0.954248366013072,4.6506875,5e379ddf33e9ad176cc9af6d
,0.22754746497902298,1,1.3824884792626717,0.040731957441621364,6,1.3824884792626717,0.43298664684253735,333,-0.24092543404471142,angry,0.7672811059907834,0.7672811059907834,0.7672811059907834,0.7672811059907834,4.3946875,5f707f9b111dfd48d40fd3ad
,0.2547527306308315,3,0.5154639175257727,0.013914289906562287,3,0.5154639175257727,0.02664383668344632,235,-0.24797791472669575,angry,0.6041131105398457,0.6041131105398457,0.6041131105398457,0.6041131105398457,3.925375,5e40b8d79329cb02ef38a455
,0.09645061728395062,4,0.9671179883946047,0.019799029360815647,4,0.3868471953578419,0.01786255973158135,1016,-0.2450902314319801,angry,0.9816425120772947,0.9816425120772947,0.9816425120772947,0.9816425120772947,10.368,5e363fe98661d6073410fe64
,0.2467079902550344,1,0.4975124378109449,0.013464325307593884,11,2.9850746268656696,0.05097511290657649,388,-0.23822876550701869,angry,0.9651741293532339,0.9651741293532339,0.9651741293532339,0.9651741293532339,4.053375,5e47cc637bef803b4851d8fe
,0.2130662902495539,2,0.42918454935622286,0.043974239030995156,1,0.42918454935622286,0.0379349131537847,384,-0.23751606925877936,angry,0.8240343347639485,0.8240343347639485,0.8240343347639485,0.8240343347639485,4.693375,5fbca26acb503578af9ee82c
,0.14928297520969594,2,0.3012048192771082,0.008151594538633651,2,0.3012048192771082,0.015609115165452738,557,-0.24072963307191225,angry,0.838855421686747,0.838855421686747,0.838855421686747,0.838855421686747,6.6986875,5e34d1085807b852d9e068d7
,0.2253584608017127,12,0.45454545454545414,0.04657271679191749,2,0.45454545454545414,0.04657271679191757,421,-0.2458833707389707,angry,0.884090909090909,0.9568181818181818,0.884090909090909,0.9422727272727273,4.437375,5e4217759306c7039ddccb4f
,0.16389748212493085,2,0.3300330033003297,0.03050783716532389,5,0.9900990099009891,0.0,486,-0.2433837454538094,angry,0.801980198019802,0.801980198019802,0.801980198019802,0.801980198019802,6.101375,5e529a0ef2fe7a3b1d5450d5
,0.28582146876507264,1,1.1627906976744176,0.030129222296106428,1,0.5813953488372088,0.053743457331936875,318,-0.23595568815136264,angry,0.9244186046511628,0.9244186046511628,0.9244186046511628,0.9244186046511628,3.4986875,5e3664c205fef317e874b506
,0.13167098712093156,2,0.26525198938992606,0.016578249336870382,2,0.26525198938992606,0.023445185052604862,555,-0.23744554872103815,angry,0.7360742705570292,0.7360742705570292,0.7360742705570292,0.7360742705570292,7.5946875,5e42bf8b48600202f726ff6a
,0.13167098712093156,3,0.26525198938992606,0.013745958182839297,2,0.26525198938992606,0.0071785925380011256,411,-0.2433443331250952,angry,0.5450928381962865,0.5450928381962865,0.5450928381962865,0.5450928381962865,7.5946875,5f66c741d338b948c4e681e0
,0.2055921052631579,2,0.4132231404958674,0.042251536883389125,6,0.4132231404958674,0.011160121182789117,424,-0.24110360658197166,angry,0.8762886597938144,0.8762886597938144,0.8762886597938144,0.8762886597938144,4.864,5e5330268849ac3aacea570c
,0.22754746497902298,4,0.9216589861751144,0.0,5,1.3824884792626717,0.02880184331797231,407,-0.24025543242778719,angry,0.9377880184331797,0.9377880184331797,0.9377880184331797,0.9377880184331797,4.3946875,5e377a76ee8206179943c571
,0.36057150583675124,10,4.379562043795616,0.045620437956204185,4,1.4598540145985388,0.01975422910092243,230,-0.2436434196606292,angry,0.8394160583941606,0.8394160583941606,0.8394160583941606,0.8394160583941606,2.773375,5e33cfd35807b852d9e058ce
,0.1273773793696412,3,0.5141388174807308,0.006948214086845753,9,1.0282776349614615,0.02779285634738311,568,-0.22980851593037688,angry,0.6919127086007703,0.7291399229781772,0.6919127086007703,0.7216944801026958,7.8506875,5fbca75e576e9378b67acf8e
,0.1616373867275501,1,0.32679738562091476,0.020391517128874367,2,1.9607843137254886,0.03015946055821579,530,-0.2255223189084438,angry,0.8646003262642741,0.8646003262642741,0.8646003262642741,0.8646003262642741,6.1866875,5fb9c71844697678c497b108
,0.19054878048780488,2,0.38314176245210696,0.03918163554195743,2,0.38314176245210696,0.03380051535308542,508,-0.23539275964904766,angry,0.97131931166348,0.97131931166348,0.97131931166348,0.97131931166348,5.248,5e41317c0b3f160367c2075c
,0.16505224935268573,1,0.9999999999999991,0.0,10,1.6666666666666652,0.00902109795608787,363,-0.2355107587507518,angry,0.4716666666666667,0.605,0.4716666666666667,0.5783333333333334,6.0586875,5fbdc3e744697678c497bdad
,0.1616373867275501,2,0.32679738562091476,0.016907752805645385,2,0.32679738562091476,0.0,506,-0.23910549130853292,angry,0.8254486133768353,0.8254486133768353,0.8254486133768353,0.8254486133768353,6.1866875,5e42ad789306c7039ddccd21
,0.2693965517241379,1,1.6216216216216202,0.014628807496358757,4,1.08108108108108,0.04996689005996291,185,-0.24744310874257586,angry,0.5,0.5,0.5,0.5,3.712,5e338c055807b852d9e04e58
,0.21904005695041479,3,0.4424778761061943,0.011948474114023725,8,1.7699115044247773,0.0,422,-0.24095406340567965,angry,0.9315673289183223,0.9315673289183223,0.9315673289183223,0.9315673289183223,4.565375,5e53017af2fe7a3b1d5450e6
,0.4111842105263158,1,0.8264462809917348,0.0,3,1.6528925619834696,0.0,204,-0.24392363210914353,angry,0.7603305785123967,0.8429752066115702,0.7603305785123967,0.8264462809917356,2.432,5e338cb95807b852d9e04e75
,0.12466690561156908,3,0.2506265664160454,0.006782780418111343,3,0.2506265664160454,0.015664160401002825,628,-0.24075578720594484,angry,0.7907268170426065,0.7907268170426065,0.7907268170426065,0.7907268170426065,8.021375,5fbc69cb4c55eb78bd7ce7a4
,0.11214062434292603,5,0.45045045045046006,0.011671680709302776,5,0.45045045045046006,0.014076576576576905,467,-0.2405906728714334,angry,0.5259009009009009,0.5259009009009009,0.5259009009009009,0.5259009009009009,8.917375,5e42679f0b3f160367c20960
,0.20204571284253062,6,0.4081632653061221,0.03600340026408085,3,0.4081632653061221,0.04409497982609156,470,-0.24740577346904216,angry,0.9572301425661914,0.9572301425661914,0.9572301425661914,0.9572301425661914,4.949375,5e3551ed5807b852d9e07fbd
,0.1370614035087719,4,0.549450549450552,0.02814834531379649,2,0.549450549450552,0.025395260057948333,631,-0.24577530178681511,angry,0.8667582417582418,0.8667582417582418,0.8667582417582418,0.8667582417582418,7.296,5f6bd58cf8fac448cc0a5e57
,0.12400793650793651,2,0.24875621890547794,0.006723799718823414,2,0.4975124378109559,0.01552795031055934,327,-0.24768857198433053,angry,0.4062111801242236,0.4062111801242236,0.4062111801242236,0.4062111801242236,8.064,5e43f4be48600202f72701b5
,0.36057150583675124,1,1.4598540145985388,0.019754229100922404,3,2.189781021897808,0.01975422910092233,210,-0.24845926647735944,angry,0.7664233576642335,0.7664233576642335,0.7664233576642335,0.7664233576642335,2.773375,5e46025b963e443aee02b06e
,0.1890113524943592,4,0.7662835249042139,0.010349251957271021,4,0.7662835249042139,0.04139700782908403,446,-0.24905606421714147,angry,0.8527724665391969,0.8527724665391969,0.8527724665391969,0.8527724665391969,5.2906875,5e45707f8849ac3aacea4efd
,0.18454653456210568,7,0.7462686567164173,0.019336665055710096,23,1.1194029850746259,0.010098243980695304,536,-0.24163900115502335,angry,1.0,1.0,1.0,1.0,5.4186875,5e38b6dc05fef317e874c638
,0.3255208333333333,1,1.9607843137254886,0.0669673051909926,2,0.6535947712418295,0.07075370945951291,305,-0.24744578717091334,angry,0.9967320261437909,0.9967320261437909,0.9967320261437909,0.9967320261437909,3.072,5e315c9e5807b852d9e03261
,0.1953125,1,0.39215686274509765,0.040101752227874245,1,1.9607843137254881,0.02028268585099924,155,-0.23960029294745003,angry,0.30332681017612523,0.30332681017612523,0.30332681017612523,0.30332681017612523,5.12,5fb48bedcb503578af9ed7f7
,0.2467079902550344,1,1.4925373134328348,0.0,6,0.9950248756218898,0.031094527363184077,400,-0.2267015181006506,angry,0.9950248756218906,0.9950248756218906,0.9950248756218906,0.9950248756218906,4.053375,5e379dfa05fef317e874bd6f
,0.11214062434292603,8,0.9009009009009201,0.0,4,0.45045045045046006,0.014076576576576877,811,-0.24707752216124454,angry,0.9132882882882883,0.9132882882882883,0.9132882882882883,0.9132882882882883,8.917375,5e381601ee8206179943ce6c
,0.22977941176470587,6,1.3824884792626717,0.0498862559783663,2,0.4608294930875572,0.04721657923604546,359,-0.24840292421958185,angry,0.8271889400921659,0.8271889400921659,0.8271889400921659,0.8271889400921659,4.352,5e3381c65807b852d9e04cc6
,0.2130662902495539,4,0.8583690987124457,0.03967328180726671,4,1.7167381974248914,0.02224131431300562,466,-0.2490230836511626,angry,1.0,1.0,1.0,1.0,4.693375,5e368d3b05fef317e874b66a
,0.27901785714285715,3,0.5617977528089882,0.6723122177633898,1,2.8089887640449414,0.02903207974750873,269,-0.24401895290580838,angry,0.7535014005602241,0.7535014005602241,0.7535014005602241,0.7535014005602241,3.584,5f7919ebd338b948c4e68cf6
,0.06103515625,3,0.48899755501223535,0.013225800302145048,3,0.48899755501223535,0.0076359193646916845,775,-0.24329186426987395,angry,0.47342700061087356,0.47342700061087356,0.47342700061087356,0.47342700061087356,16.384,5e48d1d3963e443aee02b3d9
,0.1775568181818182,1,1.4234875444839845,0.0,10,1.7793594306049807,0.018442086245303576,459,-0.23195917480613398,angry,0.8167259786476868,0.8167259786476868,0.8167259786476868,0.8167259786476868,5.632,5f6b6fbcf8fac448cc0a5e2f
,0.09084302325581396,7,0.5464480874317056,0.0049250762271637,3,0.3642987249544704,0.021841292504176452,1013,-0.24595064389746102,angry,0.921747042766151,0.921747042766151,0.921747042766151,0.921747042766151,11.008,5e443b14189842034d9f790f
,0.17891088001789107,2,0.36101083032490944,0.03331126003997528,5,0.7220216606498189,0.03185165681020479,479,-0.23044852971531665,angry,0.863063063063063,0.863063063063063,0.863063063063063,0.863063063063063,5.589375,5f5e1bd23bd6941613f6d27f
,0.1483376907529992,2,0.29850746268656686,0.01865671641791042,2,0.5970149253731337,0.026384581387557723,604,-0.24456990099654105,angry,0.9014925373134328,0.9014925373134328,0.9014925373134328,0.9014925373134328,6.741375,5e355a715807b852d9e08208
,0.11837121212121211,2,0.2375296912114065,0.021930900738062507,3,0.475059382422813,0.0,643,-0.24419253460347914,angry,0.7627520759193357,0.7627520759193357,0.7627520759193357,0.7627520759193357,8.448,5e37a8fd05fef317e874be2d
,0.1220703125,5,0.24449877750611768,0.02646776906431716,32,1.2224938875305884,0.025051339105677556,649,-0.23978126235083347,angry,0.7970660146699267,0.7970660146699267,0.7970660146699267,0.7970660146699267,8.192,5e48fcba963e443aee02b434
,0.1483376907529992,5,0.5970149253731337,0.008078595184556331,5,0.8955223880597005,0.015469332044568095,577,-0.24209813869274693,angry,0.8656716417910447,0.8656716417910447,0.8656716417910447,0.8656716417910447,6.741375,5e482128c38c123b9ec6d8aa
,0.2467079902550344,12,0.4975124378109449,1.234295099713657,18,4.477611940298504,0.04598942617459266,358,-0.23865458014114874,angry,0.8905472636815921,0.8905472636815921,0.8905472636815921,0.8905472636815921,4.053375,5f6184f82e23c7161accd3ab
,0.07102272727272728,6,0.426742532005699,0.0,6,0.426742532005699,0.008890469416785396,921,-0.24448471297962832,angry,0.655049786628734,0.655049786628734,0.655049786628734,0.655049786628734,14.08,5f40b6ea9dd513131eaced3c
,0.15521472987786541,3,0.3134796238244511,0.008470514512758596,4,0.6269592476489022,0.01956181533646323,397,-0.22965769319762214,angry,0.621283255086072,0.621283255086072,0.621283255086072,0.621283255086072,6.4426875,5f70907bf8fac448cc0a61f2
,0.12807377049180327,4,0.5141388174807308,0.026305513977463654,7,1.0282776349614615,0.006948214086845777,595,-0.2476433683071695,angry,0.7637997432605905,0.7637997432605905,0.7637997432605905,0.7637997432605905,7.808,5f8470d2f8fac448cc0a6bd0
,0.1227087966868625,3,0.4938271604938377,0.006674055207956674,2,0.4938271604938377,0.025267565213864602,736,-0.24237077096022563,angry,0.9075215782983971,0.9075215782983971,0.9075215782983971,0.9075215782983971,8.149375,5e49645a2a2d173b73a02f8c
,0.0956628839967953,6,0.5758157389635439,0.020777960743389074,9,0.7677543186180585,0.016965133905627733,548,-0.23937110774874543,angry,0.5268714011516314,0.5268714011516314,0.5268714011516314,0.5268714011516314,10.453375,5f5b49e3b8781316283497d0
,0.2966753815059984,1,0.6060606060606055,0.01635244342493274,5,1.212121212121211,0.031312545226165,286,-0.24396757686238968,angry,0.8640483383685801,0.8640483383685801,0.8640483383685801,0.8640483383685801,3.3706875,5e37f28ec8c25f16cd145935
,0.08911563868064297,4,0.7155635062611959,0.009270529937263725,7,0.7155635062611959,0.0,1060,-0.2297438053595784,angry,0.9481216457960644,0.9481216457960644,0.9481216457960644,0.9481216457960644,11.221375,5e369d7b7995ef170fc0eb41
,0.23674242424242423,1,1.4285714285714273,0.01285667167138418,1,1.4285714285714273,0.024618651947412404,372,-0.24709753872796622,angry,0.8859857482185273,0.8859857482185273,0.8859857482185273,0.8859857482185273,4.224,5e36a0d07995ef170fc0eb7f
