wav_id,situation,spectral_centroid_mean,spectral_centroid_std,spectral_rolloff_mean,spectral_rolloff_std,spectral_flatness_mean,spectral_flatness_std,zcr_mean,zcr_std,spectral_flux_mean,spectral_flux_std
5e29b2135807b852d9e01c7e,angry,4219.559198172419,2157.4572345253805,9268.133942766295,4549.074532007183,0.015275930985808372,0.10785054415464401,0.05955478686406995,0.0779397472003134,0.32037144899368286,0.18028977513313293
5e29b2545807b852d9e01c80,angry,3580.668863450019,1655.5247359381679,8695.851769911504,4957.660157384418,0.010185956954956055,0.08734211325645447,0.03506464325221239,0.03190251654373871,0.30750492215156555,0.16848869621753693
5e29b2805807b852d9e01c81,angry,3942.7602107891867,2162.593307426131,9258.63306892779,4956.834250112768,0.019960682839155197,0.12564481794834137,0.05054832809080963,0.07983857745910845,0.30372774600982666,0.17455485463142395
5e29b2ac5807b852d9e01c85,angry,3556.43030338239,2013.4067131158652,8213.042495479205,5299.628486288332,0.010660270228981972,0.08804291486740112,0.038254584369349004,0.04744073717599686,0.3160630464553833,0.1745528131723404
5e29b2d15807b852d9e01c8c,angry,4994.4795676462245,2873.715902260071,9900.762476894639,5879.9652766718655,0.01862403377890587,0.10877293348312378,0.10163019148567468,0.09112607049438805,0.3320348858833313,0.1794772893190384
5e29b2f95807b852d9e01c93,angry,5097.83833187752,3173.3269100956286,9672.091697080292,6201.773106418451,0.00835088174790144,0.054093606770038605,0.10672402486313869,0.10659193102415004,0.3314190208911896,0.16859303414821625
5e2ac3d55807b852d9e01fd6,angry,4342.392665463211,2724.810505887104,8416.089965397923,5143.680768782805,0.02509481832385063,0.06669078022241592,0.11676680092993079,0.10398183445398342,0.43452849984169006,0.163274884223938
5e29b37c5807b852d9e01ca7,angry,5747.739138903382,3055.5017061153394,10979.256465517241,5949.422344509744,0.010343174450099468,0.04121098667383194,0.12116831511699508,0.09462733172456186,0.35676777362823486,0.16208592057228088
5e2ac52c5807b852d9e01fe4,angry,2817.86908504196,2040.0711978014654,5083.882705479452,4302.207672216006,0.013224771246314049,0.05958312749862671,0.06379896190068493,0.07059781959510279,0.4165116548538208,0.16315647959709167
5e29b3a75807b852d9e01cae,angry,4698.117357415776,3120.7309306810184,8986.337209302326,6246.988383179693,0.006782037205994129,0.039904333651065826,0.09536549176356589,0.09746512912037332,0.326771080493927,0.1778145432472229
5e2ac5585807b852d9e01fe7,angry,3430.269813766907,2552.754057277437,6741.530987394958,5193.720146744702,0.014791568741202354,0.05703448876738548,0.07973755908613446,0.09661163369952391,0.412632554769516,0.1639617532491684
5e2acaeb5807b852d9e02036,angry,3187.494207213776,2491.9594719410306,5870.440981432361,4765.3413203516875,0.012704397551715374,0.030247651040554047,0.07466299527519894,0.08995964603549195,0.3920377492904663,0.1728133261203766
5e2ad2d85807b852d9e020c1,angry,4895.090513372323,2005.6614311706592,9988.174096009974,3178.5161577845197,0.017368227243423462,0.05499513819813728,0.10031561720698254,0.08295829307743587,0.37964195013046265,0.17156118154525757
5e2ad33a5807b852d9e020c9,angry,4465.295809189152,1663.225463955264,9677.791262135923,2556.231154854239,0.0071977656334638596,0.05681008845567703,0.07363091626213593,0.08275779326050922,0.39494919776916504,0.18969036638736725
5e2ac6f85807b852d9e01ffe,angry,4885.008107493958,2371.1042916389056,9940.792871900827,4539.39739265093,0.021993061527609825,0.050692759454250336,0.08009265237603305,0.07539891136005054,0.4046221673488617,0.17836733162403107
5e29b3375807b852d9e01c9b,angry,4847.126074479782,3159.3015192609428,9338.613505747126,5997.496989304899,0.007748345844447613,0.029026316478848457,0.10492322198275862,0.09729570719122035,0.3498261868953705,0.1716579794883728
5e2ad4a95807b852d9e020e2,angry,5444.470530843271,2163.6194209840037,11327.26814516129,4063.7269944264503,0.030241582542657852,0.054793581366539,0.0854555191532258,0.05953867264155617,0.39480137825012207,0.1666720062494278
5e2ad6375807b852d9e020f8,angry,5048.081023444209,2301.237429979486,9788.69340551181,3689.538691080417,0.025614285841584206,0.06095733121037483,0.13455929092847768,0.1039138919891505,0.43811336159706116,0.16722966730594635
5e2ad6e45807b852d9e02100,angry,4803.647896108318,2702.6580815615403,9070.413306451614,4905.321384142239,0.030919987708330154,0.05819515883922577,0.13455666162634408,0.11829947793501389,0.43548545241355896,0.15522152185440063
5e2ad4885807b852d9e020e1,angry,5337.017491135263,1938.1118779369433,11295.37218622101,3373.581486494694,0.01444732304662466,0.040519461035728455,0.08085617752387449,0.0794366675476644,0.4088437557220459,0.17328640818595886
5e2ad7bd5807b852d9e0210b,angry,3408.4294922672975,2535.1163448986194,6495.695153061224,5028.730548774705,0.013572611846029758,0.04302182048559189,0.08271440086451247,0.10451429776995778,0.38214635848999023,0.18513308465480804
5e2ad5155807b852d9e020e8,angry,5420.141819083472,1929.3530301275255,11903.715162229617,3458.715759155815,0.019616087898612022,0.04852236062288284,0.06839349781613976,0.05539367686457393,0.3879290819168091,0.17424754798412323
5e2adcf75807b852d9e0214e,angry,4193.584807388097,2318.954277277174,8413.916471962617,4394.899174150084,0.018580880016088486,0.06429436802864075,0.09634656103971963,0.09058668932894902,0.4522624909877777,0.16033047437667847
5e2add325807b852d9e02153,angry,3819.6599302916306,2628.5307290671394,7066.545207509881,4741.7434706680315,0.009504510089755058,0.030540356412529945,0.09468989315711462,0.10776914421167749,0.3974106013774872,0.18884797394275665
5e2ae57e5807b852d9e0216f,angry,2708.5351538406703,931.9383043231325,5085.749246987952,2189.39884235317,0.005339590832591057,0.06319201737642288,0.05475417294176707,0.03677251208422121,0.3941821753978729,0.15844683349132538
5e2ade005807b852d9e0215c,angry,4169.067895881488,2659.98072178801,7831.25,4699.852474413426,0.02127673849463463,0.0599815770983696,0.11119188850308642,0.11495702021152261,0.4219929277896881,0.16071303188800812
5e2ae5bb5807b852d9e02171,angry,3222.937508552643,2112.7701526208843,6094.5995469083155,3949.4232548903624,0.005611772648990154,0.04641863703727722,0.0780219299706823,0.08352286946728482,0.40059179067611694,0.16742569208145142
5e2aec735807b852d9e021c4,angry,3510.3369955550857,1093.1530911941188,7075.246710526316,1684.8440150084173,0.0034388124477118254,0.04408717527985573,0.08322768183479533,0.054028420267879185,0.38866254687309265,0.15432806313037872
5e2aec565807b852d9e021c3,angry,3441.7554151397217,1081.888259968908,6507.090457486137,1717.61993978188,0.004478155635297298,0.04293146729469299,0.08622541445240296,0.050011786193019866,0.45626381039619446,0.11092069000005722
5e2ae59c5807b852d9e02170,angry,2691.7540259541506,948.5482548698819,6214.957046027743,2822.3950937477603,0.002589658135548234,0.0354790985584259,0.035132851907313994,0.028163556153794667,0.36635297536849976,0.14137642085552216
5e2aeccc5807b852d9e021c7,angry,3817.564437514116,1713.82736726894,7453.125,2549.0578967020624,0.005129416007548571,0.04708709940314293,0.09928095420378619,0.0849291659443211,0.47209712862968445,0.10676977783441544
5e2aec8c5807b852d9e021c5,angry,3348.5948169661706,1051.4021455410286,6859.078188602442,1837.5219140527024,0.0038228915072977543,0.036830343306064606,0.07078885579206241,0.048489044971574975,0.39107728004455566,0.14498813450336456
5e2b71b05807b852d9e0225b,angry,3144.032267637472,2122.5470745878365,5815.162360335195,3890.0854534820683,0.001025990815833211,0.001817097538150847,0.06807931797020485,0.08783689901692536,0.42587780952453613,0.16455870866775513
5e2aecae5807b852d9e021c6,angry,3097.9798263290395,1044.5885089752305,5949.812030075188,1763.977373892536,0.00241795158945024,0.03873971104621887,0.07147556390977444,0.051803575938135824,0.342323362827301,0.15597529709339142
5e2b71d35807b852d9e0225c,angry,2770.975484344797,1886.5505469758355,5246.906080470163,3851.1666703489122,0.0027504386380314827,0.0424753837287426,0.05522257854882459,0.0791214592611242,0.42387208342552185,0.1539006531238556
5e2b85635807b852d9e02292,angry,4629.2709837533375,3613.5613108161665,8195.77121559633,6302.382604084045,0.01172619964927435,0.019004277884960175,0.12493190940366973,0.14364418149291383,0.3242206275463104,0.18378400802612305
5e2bf2ef5807b852d9e023ba,angry,5139.344735638692,2319.265715243022,10661.888586956522,3188.568053528498,0.025517908856272697,0.06598398089408875,0.09402032382246377,0.10550046928627799,0.3826432228088379,0.20183409750461578
5e2bf3225807b852d9e023be,angry,4456.0475623999455,2133.7126097209375,9943.127849544073,3784.640072474659,0.021461404860019684,0.06745240837335587,0.06285619300911854,0.07267858425358939,0.3349534273147583,0.18316347897052765
5e2bf19c5807b852d9e023a4,angry,3561.3734467538843,1262.7319070054668,8173.901920654912,2568.8755811272836,0.01217232458293438,0.05028125271201134,0.06053457572418136,0.05911658489652904,0.414644718170166,0.13547879457473755
5e2bf1605807b852d9e0239f,angry,3562.38937061609,819.3265371794434,8414.220594435075,1918.8495380443649,0.01764611154794693,0.08880487084388733,0.056031302698145026,0.03128188155284755,0.42883944511413574,0.12651962041854858
5e2bf3395807b852d9e023c0,angry,4038.691629702499,1985.1272100152821,9646.15647810219,3609.586946206481,0.029454823583364487,0.12756022810935974,0.03880588503649635,0.05365839257418465,0.32820916175842285,0.1910010278224945
5e2bf3985807b852d9e023c5,angry,6968.977244139022,2373.724240656393,13426.587301587302,3198.893697838658,0.07851068675518036,0.10847584903240204,0.13264457258597884,0.10561651975931033,0.43004992604255676,0.17666304111480713
5e2bf45e5807b852d9e023d6,angry,5875.991837559999,2027.4818002860927,11905.862603305784,3129.1251265129567,0.03766193985939026,0.09487465769052505,0.09865702479338843,0.08560844151373569,0.4222377836704254,0.18776960670948029
5e2bf1795807b852d9e023a2,angry,3721.1126828830547,971.1735436520543,8687.973135155096,1795.1004066645883,0.017474468797445297,0.08429578691720963,0.060668043759231904,0.04790029629796017,0.4242347478866577,0.11991897225379944
5e2bf3bc5807b852d9e023c8,angry,5202.514322911008,2074.8132456884946,10804.122740963856,3239.2733226938035,0.0212179496884346,0.0669737234711647,0.08724742720883534,0.09626585909438816,0.4074113368988037,0.18419510126113892
5e2bf5665807b852d9e023e7,angry,5030.330784210558,2262.6462204737527,11074.564873417721,2863.7177794635504,0.023840712383389473,0.04578251391649246,0.07760787513185655,0.08251632604123477,0.3713730573654175,0.19209180772304535
5e2c02f85807b852d9e02427,angry,4171.675615515352,1950.1059480671433,8605.715981012658,3774.649676114718,0.023634541779756546,0.029552845284342766,0.10033458597046413,0.07516526684776528,0.41483327746391296,0.14505895972251892
5e2c02e25807b852d9e02426,angry,3895.5898459575596,2522.462818523589,7754.768668831169,5201.401180213547,0.01249291468411684,0.05357303470373154,0.08523995535714286,0.08959130838448204,0.4153045117855072,0.17375679314136505
5e2c03f65807b852d9e0242c,angry,4687.365366634374,2040.7247102127683,8576.685153583618,2587.131902280332,0.006239706184715033,0.005990633741021156,0.14150823912116042,0.10460068383446426,0.4519716501235962,0.14067593216896057
5e2c048d5807b852d9e02431,angry,4058.266414095638,1568.9450489343615,7791.600946372239,2602.2681770918275,0.0053255511447787285,0.0058816419914364815,0.10305660981861199,0.06668669735567316,0.44329342246055603,0.14508411288261414
5e2bf4ec5807b852d9e023df,angry,6218.669036483647,2712.5249552067094,12322.94283919598,3722.6651766156024,0.04862388223409653,0.07811640948057175,0.09308505417713568,0.09139289574193495,0.37001317739486694,0.1932029277086258
5e2c07c15807b852d9e02447,angry,3868.401315114052,1761.000100642075,6920.739057863501,2680.5192667283886,0.007029926870018244,0.05443570762872696,0.10807533150964392,0.0796227370529833,0.4691145718097687,0.1382213681936264
5e2c031c5807b852d9e02428,angry,3815.238716449018,2008.0112017471076,7675.971971066908,4077.5445398468387,0.016522930935025215,0.02534789778292179,0.09494112370027125,0.0757873232917879,0.4496576189994812,0.16385382413864136
5e2c08245807b852d9e02449,angry,3136.3198268076208,1421.576084739363,5636.399371069182,2535.7862029274374,0.00427028676494956,0.04579268768429756,0.08000442216981132,0.060190475438168634,0.43740248680114746,0.16145962476730347
5e2c085f5807b852d9e0244a,angry,3426.5191064578976,1908.278453129472,6220.425328227571,2885.016750619991,0.004543304909020662,0.04675985500216484,0.09289310380196937,0.08962804919389067,0.37387964129447937,0.18251892924308777
5e2d22095807b852d9e0251b,angry,5388.9088294703315,2489.848457577825,11484.718658357771,3370.501503615436,0.06062311306595802,0.16142144799232483,0.09981270619501466,0.09711223012932081,0.353801965713501,0.2137172967195511
5e2d22205807b852d9e0251d,angry,5850.256029982328,2583.94197318068,12114.409194528875,3567.069083025924,0.06267248094081879,0.16094312071800232,0.09242318104103343,0.09324636991673572,0.37051862478256226,0.19601833820343018
5e2c07ed5807b852d9e02448,angry,2858.3815878224036,1484.522862334519,5234.151785714285,2719.7440748037025,0.0033028151374310255,0.043641723692417145,0.0642764136904762,0.05869013045327139,0.4389491081237793,0.17989258468151093
5e2cdbfb5807b852d9e024e0,angry,4857.652731285376,1515.75966763203,11090.896247739602,1996.767331207622,0.029711255803704262,0.11325167864561081,0.09122029695976491,0.07962332155185918,0.43762916326522827,0.1241992637515068
5e2d22a05807b852d9e02523,angry,6262.0847616441815,2567.662556582144,12407.729289940828,3473.9562972498147,0.08439021557569504,0.20011696219444275,0.12441059541420119,0.10531994122586055,0.4285641312599182,0.1989038586616516
5e2d22c05807b852d9e02528,angry,5730.225723531855,2811.1568744038464,11929.579493087558,3874.753019172534,0.0889066681265831,0.2008136510848999,0.10060618879608295,0.09984386746964147,0.33245235681533813,0.2237291783094406
5e2d22335807b852d9e0251e,angry,4996.33694989033,2099.0380840995062,11219.192634560906,3066.0737377697724,0.04166737198829651,0.14764393866062164,0.07196822990439093,0.07816483581999152,0.3291958272457123,0.2148544043302536
5e2d22e75807b852d9e0252b,angry,5784.5773685480945,2529.621062022706,12682.871462264151,3546.706680330274,0.060663387179374695,0.17375384271144867,0.07167784492924528,0.07640981507119908,0.35905390977859497,0.18651564419269562
5e2d259c5807b852d9e0255b,angry,4708.371910154164,2273.493400850661,10470.933406113538,4255.151302983923,0.046985551714897156,0.1676492989063263,0.047444306086244545,0.0533801565202166,0.31452804803848267,0.2033621072769165
5e2d22d65807b852d9e0252a,angry,6043.2098277320765,2356.0641209525406,12749.125874125873,3182.756950051697,0.05304594710469246,0.13665731251239777,0.08609684586247086,0.07405076117479768,0.3571314811706543,0.18817496299743652
5e2d25cb5807b852d9e0255e,angry,4573.4950105142425,2275.879072662823,9779.444945848376,3727.9894013575167,0.041630007326602936,0.16982218623161316,0.07055223375451264,0.08853825832253337,0.3290703296661377,0.21525165438652039
5e2d236c5807b852d9e02539,angry,4821.679319544184,1963.9685612542337,11505.681818181818,3271.9058513025543,0.030148150399327278,0.12625165283679962,0.0461685505319149,0.04026819521689316,0.36018261313438416,0.18400098383426666
5e2d25a85807b852d9e0255c,angry,4407.119912355813,2306.156798526196,10054.145244215939,4140.758101116757,0.039989173412323,0.15020395815372467,0.04619215938303342,0.06364128124198512,0.3115900456905365,0.184708833694458
5e2dcb7d5807b852d9e0274e,angry,3806.6455395519715,3012.3992745351793,7962.591564272212,6708.00412434046,0.010198840871453285,0.044298574328422546,0.08658731096408318,0.07972877143134509,0.36211466789245605,0.1644839346408844
5e2dcb9f5807b852d9e0274f,angry,4550.119287098171,2571.400628302995,9896.830357142857,5906.954340628545,0.010465828701853752,0.04408680647611618,0.10092261904761905,0.08176116671214403,0.4106076657772064,0.14166419208049774
5e2dcbbc5807b852d9e02750,angry,4587.341248211472,2964.4018769503678,9165.584935897436,6313.248891371263,0.013143209740519524,0.042560651898384094,0.10565571581196581,0.08328386508420904,0.3801566958427429,0.16046345233917236
5e2e3fa95807b852d9e0278c,angry,4196.846841191497,2693.634478187812,9067.413522012579,6237.0640840661545,0.0070136189460754395,0.010350187309086323,0.08265772405660378,0.06856942995302699,0.3416719436645508,0.17777682840824127
5e2e3fc75807b852d9e0278d,angry,5031.073731715507,2217.8541664992463,11035.639579107505,4663.025389306257,0.008847766555845737,0.04587453976273537,0.09431751552991886,0.0791095436618403,0.3872166574001312,0.14863480627536774
5e2e3fe15807b852d9e0278e,angry,3872.907044405857,2677.0642466296763,8242.418553604437,6054.550175522942,0.014397840015590191,0.08762076497077942,0.06797217970194085,0.06273820373343246,0.3505140244960785,0.1723773330450058
5e2e41015807b852d9e02799,angry,6386.961743902918,3831.304677270615,10780.143960674157,6331.12152143871,0.01985739730298519,0.020109066739678383,0.21231127106741574,0.16202240614374083,0.3938485085964203,0.17410367727279663
5e2e40a65807b852d9e02797,angry,6688.840297617802,3758.7890476107186,11047.369462025317,6209.282406903307,0.024830492213368416,0.046544454991817474,0.22842997711347196,0.15980504938252474,0.39664119482040405,0.15768963098526
5e2e40de5807b852d9e02798,angry,5971.356779862203,3687.103787397852,10225.010984182776,6280.803910202861,0.018841324374079704,0.045153144747018814,0.1686303753844464,0.14007707178715476,0.3831341862678528,0.15623050928115845
5e2e41175807b852d9e0279a,angry,4341.44008431886,3726.094807670114,7611.799568965517,6627.041477332829,0.013737515546381474,0.04419166222214699,0.12936967621100165,0.15132833186527656,0.3256528973579407,0.18783967196941376
5e2d41825807b852d9e02586,angry,3066.028966386451,2074.9028987763363,6319.6875,4784.623321924594,0.014918473549187183,0.0947316363453865,0.060208782327586204,0.06377644991120812,0.323649525642395,0.18021643161773682
5e2d41b05807b852d9e02588,angry,3924.0300343870454,2392.4888635850884,8120.0,5200.456211744106,0.02889738418161869,0.11732461303472519,0.0887704613095238,0.07118146195004166,0.36605608463287354,0.1644725501537323
5e2d7c1b5807b852d9e025c7,angry,4745.9319898474205,2628.9548331350547,9866.334033613446,4967.525782458034,0.03496504947543144,0.133027121424675,0.11595106792717087,0.10763369883462978,0.4076191186904907,0.15029677748680115
5e2d419b5807b852d9e02587,angry,3464.9378040533566,2378.750094006762,7310.2143595041325,5443.02221132022,0.020059863105416298,0.1033436730504036,0.07175716683884298,0.07199558957456674,0.34545645117759705,0.17813266813755035
5e2d7c2b5807b852d9e025c8,angry,4577.642798962142,2530.214102108303,9160.998032687652,4796.772598216666,0.03682868182659149,0.12436158210039139,0.11536442569612591,0.09038544074089956,0.4255506694316864,0.142167866230011
5e2d414b5807b852d9e02583,angry,5066.780017314589,1647.2384135236362,11888.13828057242,3835.370341251606,0.020512158051133156,0.07423687726259232,0.08951385312771032,0.06119797113558566,0.3286036252975464,0.1323680430650711
5e2d8be85807b852d9e02644,angry,804.6979118783895,649.7598990387092,974.3401759530792,1603.6316299937896,0.0033767696004360914,0.054289571940898895,0.011758843475073314,0.007350266643579295,0.35585206747055054,0.16415582597255707
5e2d8c945807b852d9e0264a,angry,3919.9115660439124,2766.412006380845,7290.499471458774,4901.289064506951,0.021931735798716545,0.07534842193126678,0.10951849068446089,0.11436305086957889,0.39725351333618164,0.17034310102462769
5e2d7c5d5807b852d9e025ca,angry,3927.603788848948,2640.4394451321828,7760.384402654868,5432.469660376514,0.02659466862678528,0.10700055956840515,0.09735636753318584,0.09352896385158709,0.3932879567146301,0.1492445468902588
5e2d8cbf5807b852d9e0264c,angry,3540.3865364881462,2142.111053261259,6677.1890862944165,4102.346200085216,0.013805219903588295,0.0730326697230339,0.08335233581852793,0.08710730905166578,0.35494133830070496,0.19431518018245697
5e2d7c755807b852d9e025cb,angry,4117.793912503926,2461.1463863894583,7874.7246696035245,4475.462566430423,0.017756199464201927,0.09571373462677002,0.11147439427312775,0.10558193789331997,0.3942098617553711,0.14651146531105042
5e2d7c3c5807b852d9e025c9,angry,3380.3125141721703,2326.4935450867,6230.212257804091,4481.356345684169,0.017010372132062912,0.08600141108036041,0.08568889178552207,0.08854157190909043,0.38243430852890015,0.15640009939670563
5e2d8ccf5807b852d9e0264d,angry,3602.23014911685,2455.9950364497654,6735.397196261682,4873.731460241009,0.021298764273524284,0.06383959203958511,0.0925863390771028,0.08992158248502574,0.3945622444152832,0.17907463014125824
5e2d8cac5807b852d9e0264b,angry,4306.96967833676,2629.586951094219,7868.797258979206,4583.73161175427,0.016433781012892723,0.051368001848459244,0.12700296845463138,0.11948393235115436,0.4016595184803009,0.17294985055923462
5e2d8cdf5807b852d9e0264e,angry,2908.20761853608,1920.3931068422803,5620.785686119873,4119.150077413779,0.00994547363370657,0.05865102633833885,0.05770498570583596,0.06362365106500875,0.3092975914478302,0.1678287386894226
5e2d8d535807b852d9e02652,angry,4240.765038776866,2553.5736414632793,7658.219914040114,3857.4833294447362,0.011201459914445877,0.05471907556056976,0.13001292756088825,0.11833265421239676,0.4133378863334656,0.15655124187469482
5e2d8d665807b852d9e02653,angry,2603.6155599001845,2077.6729434226754,4912.150349650349,3910.386819202005,0.015384269878268242,0.10004347562789917,0.054868471372377624,0.07599462292791895,0.3452529311180115,0.1796320527791977
5e2d8d955807b852d9e02655,angry,3539.153702258313,2526.1916222722157,6650.051164987405,4750.37684559144,0.02170700579881668,0.10438722372055054,0.09634637712531487,0.10318367371177835,0.3919873535633087,0.19077622890472412
5e2d8d7b5807b852d9e02654,angry,3538.14528385317,2387.4286451328303,6563.174784069098,4372.162940099021,0.021843647584319115,0.09458857029676437,0.09157944457773512,0.09698884007851742,0.4025754928588867,0.15718750655651093
5e2d912b5807b852d9e02674,angry,3981.9057530508235,3415.371982151104,6715.355880462725,5842.826937439511,0.01675770804286003,0.056546617299318314,0.12742885403277635,0.17094775654995517,0.29920104146003723,0.20583181083202362
5e2d91185807b852d9e02673,angry,5234.433567584285,3774.182742683849,8850.76160541586,6162.643132370286,0.023558449000120163,0.05220647156238556,0.183991363938588,0.200932830587288,0.3424224257469177,0.2043810486793518
5e2d95ad5807b852d9e026bb,angry,3916.5621674788517,3662.2491666568417,6674.827188940092,6392.063236144711,0.021220171824097633,0.07239840179681778,0.12177104334677419,0.17069974834705257,0.29085108637809753,0.20055754482746124
5e2d91635807b852d9e02678,angry,4829.994501832805,3763.257722076262,8059.097165579119,6132.236523844196,0.020371634513139725,0.04856644198298454,0.16772739727773248,0.19753248893002065,0.34426259994506836,0.20429372787475586
5e2d963f5807b852d9e026c0,angry,4536.864972713917,3677.0588921259728,7581.140767477204,6351.812589238796,0.01700436882674694,0.058849871158599854,0.15037281534954408,0.16645879402675526,0.36312350630760193,0.18820497393608093
5e2d95ca5807b852d9e026bc,angry,3094.0908553563736,2992.364472915722,5480.43893129771,6102.717101794801,0.006357049103826284,0.051277317106723785,0.06022880884223918,0.09247389471043051,0.2385358214378357,0.17916449904441833
